,abundance,relative abundance (%)
caiqiq01,0.0514595120783975,0.03405893159346197
cairdp01,0.0,0.0
caistg01,0.0213152278159743,0.01410767138594941
caitkp01,0.0,0.0
caivat01,0.2907938602039804,0.1924644792083799
caiwhr01,0.0,0.0
caiwko01,0.0602885685248464,0.039902520415025115
caiwxq01,0.0,0.0
caixse01,0.0,0.0
cajatl01,0.0213152278159743,0.01410767138594941
cajbez01,0.0213152278159743,0.01410767138594941
cajblf01,0.0514595120783975,0.03405893159346197
cajbvg01,0.0563947919397546,0.03732539006544417
cajlir01,0.036919057552173,0.02443520361695009
cajoig01,0.0,0.0
cajojo01,0.0,0.0
cajolv01,0.0,0.0
cakkpp01,0.0,0.0
cakpsh01,0.0,0.0
cakxik01,0.0,0.0
calarr01,0.0,0.0
calbkh01,0.0,0.0
calboc01,0.0301442842624232,0.019951260207512558
calcjh01,0.0,0.0
calcth01,0.0,0.0
caldpk01,0.0,0.0
caldzk01,0.0213152278159743,0.01410767138594941
calekx01,0.06394568344792301,0.042323014157848296
calfyt01,0.0,0.0
calgfd01,0.0,0.0
calgkj01,0.0,0.0
calhvr01,0.0514595120783975,0.03405893159346197
caljes01,0.1473647748206363,0.09753467497428861
calkxv01,0.0213152278159743,0.01410767138594941
callxs01,0.137783798552269,0.09119342139174848
caluth01,0.0,0.0
calvld01,2.003742840121636,1.3261948581755234
calvvn01,0.0,0.0
calvvx01,0.0514595120783975,0.03405893159346197
calzbj01,0.0998737302527289,0.06610230857765054
calzjg01,0.0,0.0
camdpa01,0.0,0.0
camuxe01,0.0,0.0
canrin01,0.1505813225092081,0.09966357541013561
casear01,0.0,0.0
caseyk01,0.0670633418145962,0.044386463824462645
casgdd01,0.0301442842624232,0.019951260207512558
cf-154,0.0,0.0
chh4-2,0.0,0.0
caccocola,0.0,0.0
caccovivens,0.0,0.0
caldalkalibacillus,0.6974285908095136,0.46159925942394425
caldatribacterium,0.9260595538022932,0.6129206772573508
caldibacillus_b,0.1912975937873656,0.12661199839733606
caldicellulosiruptor,0.0213152278159743,0.01410767138594941
caldicoprobacter,0.2459059192140341,0.1627549998565588
caldimonas,0.0,0.0
caldisalinibacter,0.0,0.0
caloramator,0.0,0.0
caloramator_b,0.0,0.0
caloranaerobacter,0.43648414216682346,0.28889087632705196
caproicibacterium,0.0,0.0
caproiciproducens,0.0213152278159743,0.01410767138594941
carboxydothermus,0.0,0.0
carboxylicivirga,0.0,0.0
carnobacterium_a,0.0,0.0
catenibacterium,0.0,0.0
cellulomonas,0.0852609112638973,0.05643068554379771
cellulosilyticum,0.0,0.0
cellulosimicrobium,0.1951983269575549,0.12919373302407375
centipeda,0.0213152278159743,0.01410767138594941
ch115,0.0,0.0
ch66,0.0514595120783975,0.03405893159346197
ch71,0.0426304556319486,0.02821534277189882
changpingibacter,0.0,0.0
chelatococcus_a,0.0852609112638972,0.05643068554379764
chiayiivirga,0.0,0.0
chitinispirillum,0.0,0.0
christensenella,0.0,0.0
citrobacter,0.0,0.0
cloacibacillus,0.0,0.0
cloacibacterium,0.0582342853681473,0.038542875002899504
cloacimonas,0.0,0.0
clostridioides,0.0,0.0
clostridium,0.8441721882572641,0.5587228026794111
clostridium_ab,0.0,0.0
clostridium_ad,0.0,0.0
clostridium_ak,0.0,0.0
clostridium_an,0.0,0.0
clostridium_at,0.0,0.0
clostridium_au,0.0,0.0
clostridium_e,0.0,0.0
clostridium_g,0.0,0.0
clostridium_h,0.0582342853681473,0.038542875002899504
clostridium_j,0.06394568344792301,0.042323014157848296
clostridium_n,0.0,0.0
collinsella,0.0,0.0
comamonas,0.1912975937873656,0.12661199839733606
comamonas_c,0.0,0.0
companilactobacillus,0.0,0.0
conexibacter,0.0,0.0
contubernalis,0.0,0.0
coprenecus,0.0582342853681473,0.038542875002899504
coproplasma,0.0,0.0
coprosoma,0.0213152278159743,0.01410767138594941
coprothermobacter,0.0,0.0
corynebacterium,0.2159317080963644,0.14291630405879463
cryptobacteroides,0.047662298352413,0.031545712223211606
cupidesulfovibrio,0.0,0.0
curtobacterium,0.0,0.0
cutibacterium,0.0,0.0
cypionkella,0.0,0.0
daidjw01,0.0,0.0
daourc01,0.2872666227163596,0.1901299459908525
dmer64,0.32295297084138663,0.2137492700092977
drkv01,0.0,0.0
drpn01,0.220262834347822,0.1457828981395218
dsm-111022,0.0,0.0
dtu008,0.13100902526251912,0.08670947798231089
dtu010,0.3495673324598485,0.231364219804894
dtu015,0.6777489953797475,0.44857414574800675
dtu018,0.0514595120783975,0.03405893159346197
dtu024,0.0,0.0
dtu029,0.0,0.0
dtu052,0.8716490299827226,0.5769085925350563
dtu053,0.3046266342232784,0.20161982260443334
dtu059,0.0,0.0
dtu063,0.0,0.0
dtu064,0.0,0.0
dtu073,0.0,0.0
dtu089,0.0,0.0
dtu098,0.18931800155606499,0.12530178783245355
dulv01,0.0301442842624232,0.019951260207512558
dump01,0.0,0.0
duou01,0.0,0.0
duph01,0.2006661067902181,0.13281263129510815
dupi01,0.0,0.0
duqw01,0.0,0.0
duss01,0.0,0.0
duua01,0.0,0.0
duus01,0.0,0.0
defluviitoga,0.7059487967980845,0.4672384328479916
dehalobacterium,0.0,0.0
deinococcus,0.0,0.0
delta-02,0.0514595120783975,0.03405893159346197
dermatophilus,0.0,0.0
desulfamplus,0.0,0.0
desulfobulbus,0.2041250920861504,0.13510199119804445
desulfofundulus,0.0,0.0
desulfogranum,0.0,0.0
desulfolucanica,0.0,0.0
desulfomicrobium,0.1185228538929937,0.07844539541792463
desulfopila,0.0213152278159743,0.01410767138594941
desulfoprunum,0.0514595120783975,0.03405893159346197
desulforapulum,0.0,0.0
desulfosporosinus,0.7831488536733153,0.5183339708725088
desulfovibrio,0.6449651712813051,0.4268758828371604
dethiobacter,0.2282166513395386,0.15104720201428617
dethiosulfovibrio,0.0,0.0
devosia,0.0,0.0
dietzia,0.0,0.0
dokdonella,0.0,0.0
domibacillus,0.4896298374306643,0.3240658231225152
draconibacterium,0.036919057552173,0.02443520361695009
duganella,0.0,0.0
duodenibacillus,0.0,0.0
dysgonomonas,0.0778065826148362,0.05149697243072417
dysosmobacter,0.0,0.0
dysosmobacter_a,0.0,0.0
e44-bin32,0.160065735918468,0.10594091801334508
egerieisoma,0.0,0.0
endomicrobium,0.0,0.0
endomicrobium_a,0.0,0.0
enterenecus,0.0,0.0
enterocloster,0.0,0.0
enterococcus,0.0,0.0
enterococcus_a,0.0,0.0
enterococcus_b,0.0,0.0
enterococcus_e,0.0,0.0
enterococcus_i,0.0,0.0
enterocola,0.1690925985540636,0.11191542660450586
enteromonas,0.0,0.0
enterousia,0.37607577603881,0.24890906681256722
enterovirga,0.0,0.0
entomohabitans,0.0,0.0
eoetvoesia,0.0,0.0
erysipelothrix,0.0514595120783975,0.03405893159346197
estrella,0.0,0.0
eubacterium,0.0,0.0
eubacterium_b,0.0,0.0
eubacterium_g,0.0,0.0
eubacterium_o,0.0,0.0
eubacterium_t,0.0,0.0
evansella,0.0,0.0
evtepia,0.0,0.0
exiguobacterium,0.0,0.0
f0058,0.0,0.0
fb2012,0.0,0.0
fen-1160,0.0,0.0
fuhm01,0.0,0.0
facklamia,0.0,0.0
faecalibacterium,0.0,0.0
faecalimonas,0.0,0.0
faeciplasma,0.0,0.0
faecousia,0.0,0.0
falsochrobactrum,0.0,0.0
faunimonas,0.0,0.0
fen-1087,0.0301442842624232,0.019951260207512558
ferdinandcohnia,0.2369056089830796,0.15679806520842213
fermentibacter,0.0,0.0
ferruginibacter,0.0,0.0
fibrobacter,0.0,0.0
fimenecus,0.21617094440387571,0.14307464471736495
fimimonas,0.0,0.0
fimisoma,0.0,0.0
fimivivens,0.0,0.0
firm-04,0.0,0.0
firm-07,0.0,0.0
firm-13,0.0,0.0
firm-16,0.0301442842624232,0.019951260207512558
flaviflexus,0.0,0.0
flavipsychrobacter,0.0,0.0
flavobacterium,0.1116079818003359,0.07386872638105985
flexilinea,0.6925408187093878,0.4583642443824297
fonticella,0.0,0.0
fontisphaera,0.0,0.0
formimonas,0.0,0.0
fredericiella,0.0,0.0
fructobacillus,0.0,0.0
fundicoccus,0.0,0.0
fundidesulfovibrio,0.0213152278159743,0.01410767138594941
fusobacterium,0.0426304556319486,0.02821534277189882
fusobacterium_b,0.0,0.0
gca-002840305,0.1671519645962736,0.11063100091629444
gca-002841655,0.11250000042516231,0.07445911676946405
gca-013693735,0.0,0.0
gca-016699895,0.0213152278159743,0.01410767138594941
gca-2699445,0.0,0.0
gca-2723275,0.0,0.0
gca-2729495,0.0,0.0
gca-2746885,0.0,0.0
gwa2-32-17,0.0,0.0
gwc2-37-14,0.0,0.0
gwc2-73-18,0.0,0.0
gwe2-31-10,0.0301442842624232,0.019951260207512558
gwe2-42-24,0.3561803826979919,0.2357411253873238
gwf2-33-38,0.0,0.0
gwf2-43-63,0.0,0.0
ga0077530,1.3041494165176926,0.8631627850874223
ga0077548,0.0,0.0
gaiella,0.0,0.0
galactobacter,0.0,0.0
gallionella,0.0,0.0
galliscardovia,0.1417522660627593,0.09381998658857253
gaoshiqia,0.0639456834479229,0.04232301415784823
garciella,0.0,0.0
gemmatimonas,0.0213152278159743,0.01410767138594941
gemmiger,0.3301446647489667,0.21850915600406237
gemmobacter_b,0.0,0.0
geobacillus,0.1292660946932337,0.08555590402418613
geofilum,0.0,0.0
geosporobacter,0.0,0.0
gleimia,0.0,0.0
globicatella,0.0,0.0
glycomyces,0.0,0.0
gordonia,0.0426304556319487,0.028215342771898886
gottfriedia,0.8520208292321649,0.5639174948805057
gottschalkia_a,0.3144007362098601,0.2080888981456345
gracilibacter,0.0,0.0
granulicoccus,0.0,0.0
h1,0.0301442842624232,0.019951260207512558
hgm04593,0.0,0.0
hgm10857,0.0,0.0
hgm11604,0.0,0.0
hgm11616,0.5419687358227903,0.3587067842979498
hgm12789,0.0953245967048261,0.06309142444642328
hgm13010,0.0,0.0
hgm13233,0.23909999094268652,0.15825043624797486
hgm16780,0.0,0.0
hgw-1,0.0,0.0
hk-stas-pate-36,0.0,0.0
hun007,0.0,0.0
haliovirga,1.5537390180365112,1.028355862542532
haloimpatiens,0.0,0.0
halopseudomonas,0.0213152278159743,0.01410767138594941
halorubrum,0.0,0.0
halothermothrix,0.0,0.0
haploplasma,0.0,0.0
hazenella,0.0,0.0
heliomicrobium,1.64985110137368,1.09196849195687
heliorestis,0.0,0.0
herbivorax,0.7961247936011422,0.5269222110736484
hoeflea,0.0213152278159743,0.01410767138594941
holophaga,0.4428160217592769,0.2930816866396111
holtiella,0.0951533429203203,0.06297807861984958
hominibacterium,0.0,0.0
hominimerdicola,0.0,0.0
hominiventricola,0.0,0.0
humidesulfovibrio,0.1960180839204163,0.129736296394648
humimicrobium,0.0,0.0
hungateiclostridium,0.0,0.0
hydrogenispora,0.0,0.0
hydrogenophaga,0.0,0.0
hymenobacter,0.0,0.0
hyphomicrobium_b,0.0,0.0
hyphomicrobium_c,0.0,0.0
ior16,0.0,0.0
iamia,0.0,0.0
ignatzschineria,0.0,0.0
ignavigranum,0.0,0.0
inordinaticella,0.0,0.0
insulibacter,0.12423425197276941,0.08222553457287342
intestinibacter,0.036919057552173,0.02443520361695009
iocasia,0.7596731449906945,0.5027963661841605
irregularibacter,0.0,0.0
isobaculum,0.0,0.0
jaaeka01,0.0,0.0
jaaepj01,0.0213152278159743,0.01410767138594941
jaaeth01,0.0,0.0
jaafhb01,0.0426304556319487,0.028215342771898886
jaallb01,0.1278913668958461,0.08464602831569665
jaauql01,0.0,0.0
jaavlz01,0.0,0.0
jaaxkn01,0.0,0.0
jaaybj01,0.0,0.0
jaaycb01,0.0,0.0
jaayde01,0.0,0.0
jaaydf01,0.0,0.0
jaaydh01,0.3292365990577216,0.2179081447233225
jaayfb01,0.08160379634082071,0.054010191800974536
jaaygu01,0.5760982504975078,0.3812957043765807
jaayhf01,0.0,0.0
jaayjk01,0.2509377619344985,0.16608536930787163
jaaylu01,0.08160379634082071,0.054010191800974536
jaayob01,0.0,0.0
jaaypc01,0.0,0.0
jaaysa01,0.036919057552173,0.02443520361695009
jaaytv01,0.0,0.0
jaayyf01,0.0,0.0
jaayyz01,0.0,0.0
jaayzc01,0.0213152278159743,0.01410767138594941
jaayzz01,0.0,0.0
jaazbk01,0.0,0.0
jaazeb01,0.0,0.0
jaazff01,0.0213152278159743,0.01410767138594941
jaazgc01,0.0,0.0
jaaziy01,0.0563947919397546,0.03732539006544417
jaazjx01,0.0,0.0
jaazko01,0.0,0.0
jaazkv01,0.0,0.0
jaazpg01,0.0,0.0
jabddc01,0.0,0.0
jabdgm01,0.0,0.0
jabdlz01,0.0,0.0
jabhkc01,0.073838115104346,0.04887040723390018
jablxh01,0.0213152278159743,0.01410767138594941
jabmpj01,0.0213152278159743,0.01410767138594941
jabwbd01,0.0,0.0
jabzip01,0.0213152278159743,0.01410767138594941
jacadu01,0.0902927539843617,0.0597610549951105
jacadw01,0.0,0.0
jacces01,0.0,0.0
jaccxm01,0.036919057552173,0.02443520361695009
jaccze01,0.0426304556319486,0.02821534277189882
jacdbr01,0.0,0.0
jacdhd01,0.0,0.0
jacdhn01,0.0,0.0
jaciwr01,0.0213152278159743,0.01410767138594941
jaciyf01,0.0,0.0
jaciyh01,0.599500561806418,0.39678473036627077
jackgs01,0.0,0.0
jacpdt01,0.0,0.0
jacpzp01,0.0,0.0
jacqfh01,0.0,0.0
jacqvt01,0.0213152278159743,0.01410767138594941
jacrcq01,0.0426304556319486,0.02821534277189882
jacrdc01,0.0,0.0
jacrne01,0.0,0.0
jacrtk01,0.0,0.0
jadfnb01,0.0,0.0
jadfrg01,0.0,0.0
jadgnf01,0.0,0.0
jadgqx01,0.3999731028618133,0.26472572318294413
jadiyw01,0.0,0.0
jadjyj01,0.0,0.0
jadkav01,0.0,0.0
jadkcl01,0.06394568344792301,0.042323014157848296
jadlgh01,0.0,0.0
jadlgl01,0.0,0.0
jadmjv01,0.0,0.0
jadzem01,0.0,0.0
jaedji01,0.0426304556319487,0.028215342771898886
jaeknw01,0.0,0.0
jaermq01,0.06394568344792301,0.042323014157848296
jaeujm01,0.0,0.0
jaeumg01,0.0,0.0
jaevlt01,0.1988242868990338,0.13159360656775057
jaewah01,0.0,0.0
jaewry01,0.0,0.0
jaewvq01,0.231194210903304,0.1530179260534734
jaexna01,0.0,0.0
jaeyra01,0.0,0.0
jaezlb01,0.0,0.0
jaezou01,0.11250000042516231,0.07445911676946405
jaezwm01,0.0,0.0
jafafn01,0.0,0.0
jafafz01,0.0,0.0
jafazj01,0.0213152278159743,0.01410767138594941
jafbad01,0.0,0.0
jafcgc01,0.0,0.0
jafgfn01,0.0213152278159743,0.01410767138594941
jafgol01,0.0213152278159743,0.01410767138594941
jafkkf01,0.0,0.0
jafmjv01,0.0,0.0
jafnag01,0.0,0.0
jafuxm01,0.0,0.0
jagngi01,0.0,0.0
jagoaj01,0.0,0.0
jagocv01,0.0301442842624232,0.019951260207512558
jagonc01,0.0,0.0
jagoov01,0.0,0.0
jagopy01,0.0,0.0
jagrnp01,0.0,0.0
jaguvt01,0.0,0.0
jaguwj01,0.0,0.0
jagvvh01,0.0,0.0
jahbxr01,0.0,0.0
jahbxu01,0.0,0.0
jahfoq01,0.0991218104308105,0.06560464381667357
jahftw01,0.0,0.0
jahhtg01,0.0,0.0
jahivh01,0.0,0.0
jahjqk01,0.492480460178906,0.32595253291162507
jahwkr01,0.0,0.0
jaibby01,0.0,0.0
jaiept01,0.0,0.0
jailzp01,0.4902416584496749,0.324470762256065
jaimbi01,0.0,0.0
jaioup01,0.0,0.0
jairni01,0.0727747398943718,0.04816660297941138
jairnn01,0.0,0.0
jairyt01,0.0,0.0
jaisft01,0.0,0.0
jaiszg01,0.0213152278159743,0.01410767138594941
jaitla01,0.0,0.0
jaitqc01,0.0213152278159743,0.01410767138594941
jaizzn01,0.0,0.0
jajdgj01,0.0213152278159743,0.01410767138594941
jajdvc01,0.0,0.0
jajgre01,0.0,0.0
jajmzj01,0.0,0.0
jajpjw01,0.0426304556319486,0.02821534277189882
jajujl01,0.0852609112638974,0.05643068554379777
jajyrx01,0.0,0.0
jakawj01,0.0,0.0
jakbat01,0.0,0.0
jakiu001,0.1029190241567951,0.068117863186924
jakjbl01,0.0,0.0
jakjei01,0.0,0.0
jakjgy01,0.0,0.0
jakosx01,0.7994301320523018,0.5291098784582474
jakpgm01,0.0,0.0
jakpkf01,0.0,0.0
jakqdp01,0.0,0.0
jakqqt01,0.1029190241567951,0.068117863186924
jakqtp01,0.0,0.0
jaksbq01,0.0,0.0
jakscf01,0.0,0.0
jakvon01,0.0,0.0
jalcry01,0.0,0.0
jalhet01,0.0522114319003159,0.03455659635443893
jalhfc01,0.0,0.0
jalhlm01,0.0,0.0
jalhqu01,0.0,0.0
jalnwk01,0.0,0.0
jalnzu01,0.0213152278159743,0.01410767138594941
jaloaf01,0.0,0.0
jaloap01,0.0,0.0
jalrhz01,0.0,0.0
jalznd01,0.0,0.0
jamdda01,0.0,0.0
jamlhn01,0.0,0.0
jamlia01,0.0,0.0
jampcj01,0.2031789007229782,0.13447574610532942
jampxd01,0.0514595120783975,0.03405893159346197
jampxm01,0.0,0.0
janjuo01,0.0,0.0
jankmx01,0.0,0.0
janlfz01,0.0795495131841216,0.052650546388848904
janqmy01,0.0426304556319486,0.02821534277189882
janxaq01,0.0,0.0
janxqg01,0.0,0.0
janzza01,0.0,0.0
jaoadn01,0.0,0.0
jaoagt01,0.0,0.0
japlvk01,0.0,0.0
japlvo01,0.0,0.0
jappha01,0.0,0.0
japuds01,0.0213152278159743,0.01410767138594941
jaqsxr01,0.0,0.0
jaquly01,0.0522114319003159,0.03455659635443893
jaqvcs01,0.0,0.0
jaqvda01,0.0213152278159743,0.01410767138594941
jaqvkf01,0.0301442842624232,0.019951260207512558
jaqvqn01,0.0301442842624232,0.019951260207512558
jaqwch01,0.0,0.0
jarxwg01,0.0,0.0
jasbru01,0.0,0.0
jasgtu01,0.0,0.0
jasjct01,0.0670633418145962,0.044386463824462645
jauhxr01,0.0,0.0
jauiik01,0.0,0.0
jaupvl01,0.0,0.0
jauvan01,0.0,0.0
jauwzs01,0.0,0.0
jg1575,0.0602885685248464,0.039902520415025115
jgm124,0.09720762607701941,0.06433772403197521
jj008,0.0,0.0
janibacter,0.0,0.0
jeotgalibaca,0.0,0.0
jeotgalicoccus,0.0,0.0
kbs-96,0.0,0.0
klap22,0.0,0.0
kaistella,0.0,0.0
kaistia,0.0,0.0
keratinibaculum,0.3277789262042118,0.2169433710984249
kluyvera,1.0461172898179216,0.6923819479354061
kocuria,0.0,0.0
koleobacter,0.8138780897009033,0.5386723865611084
kroppenstedtia,0.0,0.0
ktedonobacter,0.0,0.0
l1i39,0.0,0.0
lb-plm-3,0.0,0.0
ld21,0.6694526567702962,0.44308314092182377
laceyella,0.32778135546764564,0.21694497892783826
lachnoanaerobaculum,0.0,0.0
lachnospira,0.0,0.0
lachnotalea,0.0,0.0
lacipirellula,0.0,0.0
lacrimispora,0.0,0.0
lacticaseibacillus,0.0,0.0
lactobacillus,0.0,0.0
lactococcus,0.5724492144671701,0.37888055772011786
lactococcus_a,0.2829364084084793,0.18726395548801913
lawsonella,0.0,0.0
lederbergia_a,0.0727747398943718,0.04816660297941138
legionella,0.0,0.0
lenti-01,0.0,0.0
lentihominibacter,0.2251713574354724,0.14903164740501268
lentilactobacillus,0.0,0.0
lentimicrobium,0.0727747398943719,0.048166602979411444
lentzea,0.2995897875938843,0.19828614127189487
leptolinea,0.0301442842624232,0.019951260207512558
leucobacter,0.0,0.0
leuconostoc,0.0301442842624232,0.019951260207512558
leuconostoc_b,0.0213152278159743,0.01410767138594941
levilinea,0.0213152278159743,0.01410767138594941
ligilactobacillus,0.0795495131841217,0.05265054638884898
limimorpha,0.0,0.0
limnochorda,0.0,0.0
limnohabitans,0.0,0.0
limosilactobacillus,0.16238793851942218,0.10747788827088585
listeria,0.0,0.0
lucifera,0.0,0.0
luteibacter,0.0,0.0
luteimonas_c,0.0,0.0
luteimonas_d,0.0,0.0
luteolibacter,0.0301442842624232,0.019951260207512558
lutispora,0.0,0.0
lysinibacillus,0.0,0.0
lysinibacillus_b,0.0,0.0
lysobacter_c,0.0,0.0
m0108,0.0,0.0
m3007,0.0,0.0
m55b127,0.06394568344792301,0.042323014157848296
mfbs3-17,0.0,0.0
mgbc100798,0.0,0.0
mgbc108787,0.0426304556319487,0.028215342771898886
mgbc119817,0.0213152278159743,0.01410767138594941
mgiib-o1,0.0,0.0
mh13,0.0,0.0
mkrk01,0.036919057552173,0.02443520361695009
mt110,0.1367204233422949,0.09048961713725973
mvzh01,0.0,0.0
mwbf01,0.0,0.0
mwbv01,0.0,0.0
mweh01,0.0,0.0
mwff01,0.0213152278159743,0.01410767138594941
macellibacteroides,0.8611168863905803,0.5699378004764218
mahella,1.097315014490861,0.7262676132273738
mangrovibacterium,0.0,0.0
maridesulfovibrio,0.0,0.0
mariniphaga,0.0426304556319487,0.028215342771898886
mariniplasma,0.0,0.0
marinitenerispora,0.1221799688160704,0.08086588916074787
marinobacter,0.0,0.0
marinobacterium_d,0.0,0.0
marinospirillum,0.0,0.0
marmoricola,0.0,0.0
marseille-p3160,0.0,0.0
megasphaera,0.0,0.0
melghirimyces,0.0,0.0
merdivicinus,0.0,0.0
merdousia,0.0,0.0
mesorhizobium,0.0582342853681473,0.038542875002899504
mesotoga,0.0,0.0
methanobacterium,0.21559038116710522,0.14269039382247267
methanobacterium_a,0.0,0.0
methanobacterium_c,0.0,0.0
methanobacterium_d,0.0,0.0
methanobrevibacter,0.0426304556319486,0.02821534277189882
methanobrevibacter_a,0.0301442842624232,0.019951260207512558
methanobrevibacter_b,0.0,0.0
methanobrevibacter_d,0.0213152278159743,0.01410767138594941
methanocella_a,0.0,0.0
methanocorpusculum,0.1329232096163104,0.08797639776700937
methanocrinis,0.0,0.0
methanoculleus,2.6183762768038137,1.732995415147781
