,abundance,relative abundance (%)
caindr01,0.0,0.0
cainnr01,0.0,0.0
cainvv01,0.0,0.0
caiomd01,0.0,0.0
caiqiq01,0.0,0.0
cairdp01,0.0,0.0
caistg01,0.0,0.0
caitkp01,0.0,0.0
caivat01,0.0,0.0
caiwhr01,0.0,0.0
caiwko01,0.0,0.0
caiwxq01,0.0,0.0
caixse01,0.0,0.0
cajatl01,0.0,0.0
cajbez01,0.0,0.0
cajblf01,0.0,0.0
cajbvg01,0.0,0.0
cajlir01,0.0,0.0
cajoig01,0.0,0.0
cajojo01,0.0,0.0
cajolv01,0.0,0.0
cakkpp01,0.0,0.0
cakpsh01,0.0940899677103463,0.009220870744500757
cakxik01,0.0,0.0
calarr01,0.0,0.0
calbkh01,0.0,0.0
calboc01,0.1855861957075899,0.018187553511033183
calcjh01,0.0,0.0
calcth01,0.0213152278159743,0.0020889045385342796
caldpk01,0.0,0.0
caldzk01,0.0,0.0
calekx01,0.0,0.0
calfyt01,0.0,0.0
calgfd01,0.0,0.0
calgkj01,0.0,0.0
calhvr01,0.0,0.0
caljes01,0.0,0.0
calkxv01,0.0,0.0
callxs01,0.0,0.0
caluth01,0.0301442842624232,0.002954157128897899
calvld01,17.141369906897683,1.6798640720311155
calvvn01,0.0,0.0
calvvx01,0.0,0.0
calzbj01,0.0,0.0
calzjg01,0.0,0.0
camdpa01,0.0,0.0
camuxe01,0.0,0.0
canrin01,0.1442797276591206,0.01413949597572484
casear01,0.0,0.0
caseyk01,0.0,0.0
casgdd01,0.0213152278159743,0.0020889045385342796
cf-154,0.0,0.0
chh4-2,0.0,0.0
caccocola,0.0,0.0
caccovivens,0.0301442842624232,0.002954157128897899
caldalkalibacillus,0.1827268232516306,0.01790733337207051
caldatribacterium,0.0887198965598297,0.008694600694965592
caldibacillus_b,0.0,0.0
caldicellulosiruptor,0.0,0.0
caldicoprobacter,0.414759279766653,0.04064664705363686
caldimonas,0.0,0.0
caldisalinibacter,0.0,0.0
caloramator,0.0,0.0
caloramator_b,0.4484122355797504,0.04394465600479569
caloranaerobacter,1.875087233458234,0.1837596232109309
caproicibacterium,0.0426304556319487,0.004177809077068569
caproiciproducens,0.0,0.0
carboxydothermus,0.0,0.0
carboxylicivirga,0.0,0.0
carnobacterium_a,0.0213152278159743,0.0020889045385342796
catenibacterium,0.0426304556319487,0.004177809077068569
cellulomonas,0.0,0.0
cellulosilyticum,0.0213152278159743,0.0020889045385342796
cellulosimicrobium,0.0,0.0
centipeda,0.0301442842624232,0.002954157128897899
ch115,0.0,0.0
ch66,0.0,0.0
ch71,0.0213152278159743,0.0020889045385342796
changpingibacter,0.0,0.0
chelatococcus_a,0.0,0.0
chiayiivirga,0.0,0.0
chitinispirillum,0.0,0.0
christensenella,0.0,0.0
citrobacter,0.0,0.0
cloacibacillus,0.0,0.0
cloacibacterium,0.0,0.0
cloacimonas,0.0,0.0
clostridioides,2.0209054486154128,0.19804989184294247
clostridium,0.1536673684838804,0.015059490155204086
clostridium_ab,0.0,0.0
clostridium_ad,0.0,0.0
clostridium_ak,0.0,0.0
clostridium_an,0.0,0.0
clostridium_at,0.0,0.0
clostridium_au,0.0,0.0
clostridium_e,0.0213152278159743,0.0020889045385342796
clostridium_g,0.0213152278159743,0.0020889045385342796
clostridium_h,0.0,0.0
clostridium_j,0.0,0.0
clostridium_n,0.0213152278159743,0.0020889045385342796
collinsella,13.743562928710125,1.3468770413937885
comamonas,0.0301442842624232,0.002954157128897899
comamonas_c,0.0,0.0
companilactobacillus,0.0,0.0
conexibacter,0.0,0.0
contubernalis,0.0,0.0
coprenecus,0.0213152278159743,0.0020889045385342796
coproplasma,0.0213152278159743,0.0020889045385342796
coprosoma,0.0,0.0
coprothermobacter,0.0,0.0
corynebacterium,4.53802934541538,0.4447294759165412
cryptobacteroides,0.1230552082708026,0.01205948091507231
cupidesulfovibrio,0.0,0.0
curtobacterium,0.0,0.0
cutibacterium,0.0,0.0
cypionkella,0.0,0.0
daidjw01,0.0,0.0
daourc01,0.0,0.0
dmer64,45.572611176728735,4.466142006166277
drkv01,0.0213152278159743,0.0020889045385342796
drpn01,0.0,0.0
dsm-111022,0.036919057552173,0.003618088792902603
dtu008,0.0,0.0
dtu010,0.0,0.0
dtu015,1.6826214095856575,0.16489786219804314
dtu018,0.0,0.0
dtu024,0.0,0.0
dtu029,4.988488533883865,0.48887473447723545
dtu052,0.2189725524181494,0.02145943559739522
dtu053,0.2026709504100056,0.019861869260587358
dtu059,0.0727747398943719,0.007131966205966467
dtu063,0.0,0.0
dtu064,0.0,0.0
dtu073,0.0,0.0
dtu089,0.0426304556319487,0.004177809077068569
dtu098,0.3745634955290884,0.036707437168163944
dulv01,0.0213152278159743,0.0020889045385342796
dump01,0.0,0.0
duou01,0.0213152278159743,0.0020889045385342796
duph01,0.0,0.0
dupi01,0.1341266836291924,0.013144491843601003
duqw01,0.0426304556319487,0.004177809077068569
duss01,0.0,0.0
duua01,0.0816037963408208,0.007997218796330086
duus01,0.0,0.0
defluviitoga,0.0,0.0
dehalobacterium,0.0,0.0
deinococcus,0.0,0.0
delta-02,0.0,0.0
dermatophilus,0.0213152278159743,0.0020889045385342796
desulfamplus,0.0,0.0
desulfobulbus,0.0,0.0
desulfofundulus,0.0,0.0
desulfogranum,0.0213152278159743,0.0020889045385342796
desulfolucanica,0.124288068022615,0.012180301877117442
desulfomicrobium,0.0213152278159743,0.0020889045385342796
desulfopila,0.0,0.0
desulfoprunum,0.0,0.0
desulforapulum,0.0,0.0
desulfosporosinus,21.495850475018333,2.1066056626084233
desulfovibrio,0.0,0.0
dethiobacter,6.557593277209603,0.6426478983423844
dethiosulfovibrio,0.0,0.0
devosia,0.0213152278159743,0.0020889045385342796
dietzia,0.0213152278159743,0.0020889045385342796
dokdonella,0.0,0.0
domibacillus,0.0,0.0
draconibacterium,0.0213152278159743,0.0020889045385342796
duganella,0.0,0.0
duodenibacillus,0.0426304556319487,0.004177809077068569
dysgonomonas,0.0852609112638974,0.008355618154137138
dysosmobacter,0.0,0.0
dysosmobacter_a,0.0426304556319487,0.004177809077068569
e44-bin32,0.0,0.0
egerieisoma,0.0,0.0
endomicrobium,0.0,0.0
endomicrobium_a,0.0,0.0
enterenecus,0.0426304556319487,0.004177809077068569
enterocloster,0.036919057552173,0.003618088792902603
enterococcus,0.0,0.0
enterococcus_a,0.0213152278159743,0.0020889045385342796
enterococcus_b,0.0213152278159743,0.0020889045385342796
enterococcus_e,0.0,0.0
enterococcus_i,0.1536673684838804,0.015059490155204086
enterocola,0.0,0.0
enteromonas,0.0,0.0
enterousia,0.3999973996716235,0.03919997434649852
enterovirga,0.0,0.0
entomohabitans,0.0,0.0
eoetvoesia,0.0,0.0
erysipelothrix,0.2818427792509903,0.0276207538485367
estrella,0.0,0.0
eubacterium,0.0,0.0
eubacterium_b,0.0,0.0
eubacterium_g,0.0,0.0
eubacterium_o,0.0213152278159743,0.0020889045385342796
eubacterium_t,0.0213152278159743,0.0020889045385342796
evansella,0.0,0.0
evtepia,0.0213152278159743,0.0020889045385342796
exiguobacterium,0.0,0.0
f0058,0.15266558000775288,0.014961314310568454
fb2012,0.0,0.0
fen-1160,0.0,0.0
fuhm01,0.0301442842624232,0.002954157128897899
facklamia,0.2142323134708796,0.020994889464640867
faecalibacterium,0.0,0.0
faecalimonas,1.0519159130418052,0.10308836217376446
faeciplasma,0.0,0.0
faecousia,0.38489874631906806,0.037720297667168265
falsochrobactrum,0.0,0.0
faunimonas,0.0,0.0
fen-1087,0.0,0.0
ferdinandcohnia,0.0,0.0
fermentibacter,0.0,0.0
ferruginibacter,0.0,0.0
fibrobacter,0.216611263455676,0.021228027926171313
fimenecus,0.0426304556319487,0.004177809077068569
fimimonas,0.0,0.0
fimisoma,0.0,0.0
fimivivens,0.0213152278159743,0.0020889045385342796
firm-04,0.0,0.0
firm-07,0.8874583491316164,0.08697142668453511
firm-13,0.0,0.0
firm-16,0.1793508789742438,0.0175764888986379
flaviflexus,0.0301442842624232,0.002954157128897899
flavipsychrobacter,0.0,0.0
flavobacterium,0.0,0.0
flexilinea,0.0,0.0
fonticella,0.0,0.0
fontisphaera,0.0,0.0
formimonas,0.0,0.0
fredericiella,0.0,0.0
fructobacillus,0.0,0.0
fundicoccus,0.1310090252625193,0.01283895953740336
fundidesulfovibrio,0.0,0.0
fusobacterium,0.0,0.0
fusobacterium_b,0.073838115104346,0.007236177585805206
gca-002840305,0.0,0.0
gca-002841655,0.0,0.0
gca-013693735,0.0,0.0
gca-016699895,0.0,0.0
gca-2699445,0.0,0.0
gca-2723275,0.0,0.0
gca-2729495,0.0,0.0
gca-2746885,0.0,0.0
gwa2-32-17,0.43856164908926454,0.04297929288483037
gwc2-37-14,0.0,0.0
gwc2-73-18,0.0,0.0
gwe2-31-10,0.0,0.0
gwe2-42-24,0.0,0.0
gwf2-33-38,0.0,0.0
gwf2-43-63,0.0,0.0
ga0077530,0.0940899677103463,0.009220870744500757
ga0077548,0.0,0.0
gaiella,0.0,0.0
galactobacter,0.0,0.0
gallionella,0.0,0.0
galliscardovia,0.0797542796084099,0.007815965096872424
gaoshiqia,0.0,0.0
garciella,0.0,0.0
gemmatimonas,0.0,0.0
gemmiger,0.0426304556319487,0.004177809077068569
gemmobacter_b,0.0,0.0
geobacillus,0.0,0.0
geofilum,7.5236679823611725,0.7373237729601494
geosporobacter,0.0,0.0
gleimia,0.0,0.0
globicatella,0.0,0.0
glycomyces,0.036919057552173,0.003618088792902603
gordonia,0.0,0.0
gottfriedia,0.0426304556319487,0.004177809077068569
gottschalkia_a,11.86144630620654,1.1624285340289218
gracilibacter,0.0426304556319487,0.004177809077068569
granulicoccus,0.0,0.0
h1,0.0,0.0
hgm04593,0.0426304556319487,0.004177809077068569
hgm10857,0.0,0.0
hgm11604,0.2886165864484598,0.028284590834944404
hgm11616,0.2049623943782086,0.020086432082355044
hgm12789,0.2116057867271241,0.02073748833888322
hgm13010,0.0,0.0
hgm13233,0.0426304556319487,0.004177809077068569
hgm16780,0.0,0.0
hgw-1,0.0,0.0
hk-stas-pate-36,0.0,0.0
hun007,0.0,0.0
haliovirga,0.0,0.0
haloimpatiens,0.0,0.0
halopseudomonas,0.0,0.0
halorubrum,0.0,0.0
halothermothrix,0.0301442842624232,0.002954157128897899
haploplasma,0.1530761729004121,0.01500155264929843
hazenella,0.0,0.0
heliomicrobium,1.707423347755531,0.16732846634897172
heliorestis,0.0,0.0
herbivorax,9.638656354070546,0.9445938451711507
hoeflea,0.0,0.0
holophaga,0.0,0.0
holtiella,2.568188979034791,0.25168399139037195
hominibacterium,0.0301442842624232,0.002954157128897899
hominimerdicola,0.0,0.0
hominiventricola,0.0,0.0
humidesulfovibrio,0.0,0.0
humimicrobium,0.0,0.0
hungateiclostridium,0.1413892259730672,0.013856225154377443
hydrogenispora,5.816949889931187,0.5700644220371575
hydrogenophaga,0.0,0.0
hymenobacter,0.0,0.0
hyphomicrobium_b,0.0,0.0
hyphomicrobium_c,0.0,0.0
ior16,0.0213152278159743,0.0020889045385342796
iamia,0.0,0.0
ignatzschineria,0.0582342853681473,0.005706993331436882
ignavigranum,0.0,0.0
inordinaticella,0.0,0.0
insulibacter,0.0,0.0
intestinibacter,0.0,0.0
iocasia,1.7567126578721843,0.17215884698073483
irregularibacter,0.0,0.0
isobaculum,0.0,0.0
jaaeka01,0.0,0.0
jaaepj01,0.0,0.0
jaaeth01,0.0,0.0
jaafhb01,0.0,0.0
jaallb01,0.0213152278159743,0.0020889045385342796
jaauql01,0.0,0.0
jaavlz01,0.0,0.0
jaaxkn01,0.0,0.0
jaaybj01,0.0,0.0
jaaycb01,0.0,0.0
jaayde01,0.0213152278159743,0.0020889045385342796
jaaydf01,0.0,0.0
jaaydh01,0.0,0.0
jaayfb01,0.0426304556319487,0.004177809077068569
jaaygu01,0.5818655799639612,0.057023160216598485
jaayhf01,0.0426304556319487,0.004177809077068569
jaayjk01,6.152857114709889,0.6029835225236568
jaaylu01,0.1100351243758041,0.01078350523349988
jaayob01,0.0,0.0
jaaypc01,0.4516644245799607,0.04426337239015936
jaaysa01,0.0,0.0
jaaytv01,0.0,0.0
jaayyf01,0.0213152278159743,0.0020889045385342796
jaayyz01,0.0,0.0
jaayzc01,0.0,0.0
jaayzz01,0.0,0.0
jaazbk01,0.0,0.0
jaazeb01,0.0,0.0
jaazff01,0.1724604371925011,0.016901221656145583
jaazgc01,0.0,0.0
jaaziy01,0.0,0.0
jaazjx01,0.0,0.0
jaazko01,0.0,0.0
jaazkv01,0.0,0.0
jaazpg01,0.0,0.0
jabddc01,0.0,0.0
jabdgm01,0.0,0.0
jabdlz01,0.0,0.0
jabhkc01,0.0,0.0
jablxh01,0.0,0.0
jabmpj01,0.0,0.0
jabwbd01,0.0213152278159743,0.0020889045385342796
jabzip01,0.0213152278159743,0.0020889045385342796
jacadu01,0.0,0.0
jacadw01,0.0,0.0
jacces01,0.0213152278159743,0.0020889045385342796
jaccxm01,0.0,0.0
jaccze01,0.0,0.0
jacdbr01,0.0,0.0
jacdhd01,0.0,0.0
jacdhn01,0.0,0.0
jaciwr01,0.0,0.0
jaciyf01,0.0,0.0
jaciyh01,0.0,0.0
jackgs01,0.0,0.0
jacpdt01,0.0,0.0
jacpzp01,0.0,0.0
jacqfh01,0.0,0.0
jacqvt01,0.0,0.0
jacrcq01,0.0,0.0
jacrdc01,0.0,0.0
jacrne01,0.0,0.0
jacrtk01,0.0,0.0
jadfnb01,0.0,0.0
jadfrg01,0.0,0.0
jadgnf01,0.0,0.0
jadgqx01,0.0,0.0
jadiyw01,0.0,0.0
jadjyj01,0.0,0.0
jadkav01,0.0,0.0
jadkcl01,0.0,0.0
jadlgh01,0.0,0.0
jadlgl01,0.0,0.0
jadmjv01,0.0,0.0
jadzem01,0.0,0.0
jaedji01,0.0,0.0
jaeknw01,0.0,0.0
jaermq01,0.0,0.0
jaeujm01,0.0,0.0
jaeumg01,0.0,0.0
jaevlt01,0.0301442842624232,0.002954157128897899
jaewah01,0.2007126275016858,0.01966995249355008
jaewry01,0.0,0.0
jaewvq01,0.0,0.0
jaexna01,0.0,0.0
jaeyra01,0.0213152278159743,0.0020889045385342796
jaezlb01,0.0213152278159743,0.0020889045385342796
jaezou01,0.0,0.0
jaezwm01,0.0991218104308105,0.009713994214102665
jafafn01,0.0,0.0
jafafz01,0.0,0.0
jafazj01,0.0,0.0
jafbad01,0.0,0.0
jafcgc01,0.0,0.0
jafgfn01,0.0,0.0
jafgol01,0.0,0.0
jafkkf01,0.0,0.0
jafmjv01,0.0,0.0
jafnag01,0.1655365005187982,0.016222671895050254
jafuxm01,0.0,0.0
jagngi01,0.0,0.0
jagoaj01,0.0,0.0
jagocv01,0.0301442842624232,0.002954157128897899
jagonc01,0.1566342957009477,0.015350250722378885
jagoov01,0.0,0.0
jagopy01,0.108686762570329,0.010651365004018854
jagrnp01,0.0213152278159743,0.0020889045385342796
jaguvt01,1.2885719157143494,0.1262807860278307
jaguwj01,0.0602885685248464,0.005908314257795798
jagvvh01,0.0,0.0
jahbxr01,0.0,0.0
jahbxu01,0.0,0.0
jahfoq01,0.0,0.0
jahftw01,0.0,0.0
jahhtg01,0.0213152278159743,0.0020889045385342796
jahivh01,0.0,0.0
jahjqk01,0.0,0.0
jahwkr01,0.0,0.0
jaibby01,0.0,0.0
jaiept01,0.0,0.0
jailzp01,0.3360055474801815,0.03292873616757842
jaimbi01,0.0,0.0
jaioup01,0.0,0.0
jairni01,0.0,0.0
jairnn01,0.0,0.0
jairyt01,0.0,0.0
jaisft01,0.0,0.0
jaiszg01,0.0,0.0
jaitla01,0.0,0.0
jaitqc01,0.0,0.0
jaizzn01,0.0,0.0
jajdgj01,0.0,0.0
jajdvc01,0.0,0.0
jajgre01,0.0,0.0
jajmzj01,0.0213152278159743,0.0020889045385342796
jajpjw01,0.0,0.0
jajujl01,0.0,0.0
jajyrx01,0.0,0.0
jakawj01,0.0,0.0
jakbat01,0.0,0.0
jakiu001,0.0,0.0
jakjbl01,0.0,0.0
jakjei01,0.0,0.0
jakjgy01,0.0,0.0
jakosx01,53.01128445484659,5.195136249412829
jakpgm01,0.0,0.0
jakpkf01,0.0213152278159743,0.0020889045385342796
jakqdp01,0.0,0.0
jakqqt01,0.0,0.0
jakqtp01,0.0,0.0
jaksbq01,0.0,0.0
jakscf01,1.8742088183286247,0.18367353802494085
jakvon01,0.0,0.0
jalcry01,0.0,0.0
jalhet01,0.0,0.0
jalhfc01,0.047662298352413,0.004670932546670486
jalhlm01,0.0,0.0
jalhqu01,0.0,0.0
jalnwk01,0.0,0.0
jalnzu01,0.0,0.0
jaloaf01,0.0920098408025079,0.009017017115723001
jaloap01,0.0,0.0
jalrhz01,0.0,0.0
jalznd01,0.0213152278159743,0.0020889045385342796
jamdda01,0.0213152278159743,0.0020889045385342796
jamlhn01,0.0,0.0
jamlia01,0.0,0.0
jampcj01,0.0,0.0
jampxd01,0.0,0.0
jampxm01,0.0,0.0
janjuo01,0.0,0.0
jankmx01,0.0213152278159743,0.0020889045385342796
janlfz01,0.0,0.0
janqmy01,0.0,0.0
janxaq01,0.0,0.0
janxqg01,0.0,0.0
janzza01,0.0,0.0
jaoadn01,0.0,0.0
jaoagt01,0.0,0.0
japlvk01,0.0,0.0
japlvo01,0.0,0.0
jappha01,0.0,0.0
japuds01,0.0,0.0
jaqsxr01,0.0213152278159743,0.0020889045385342796
jaquly01,0.3479359061193482,0.03409791814972078
jaqvcs01,0.047662298352413,0.004670932546670486
jaqvda01,0.0,0.0
jaqvkf01,0.0,0.0
jaqvqn01,0.0706946129865336,0.0069281125771887215
jaqwch01,0.0,0.0
jarxwg01,0.047662298352413,0.004670932546670486
jasbru01,0.0,0.0
jasgtu01,0.0,0.0
jasjct01,0.0,0.0
jauhxr01,0.0,0.0
jauiik01,0.0,0.0
jaupvl01,0.0,0.0
jauvan01,0.0,0.0
jauwzs01,0.0,0.0
jg1575,0.0,0.0
jgm124,0.0,0.0
jj008,0.0,0.0
janibacter,0.0,0.0
jeotgalibaca,0.3337482348585047,0.032707518237325865
jeotgalicoccus,0.0735266597162902,0.007205654779327241
kbs-96,0.0,0.0
klap22,0.0,0.0
kaistella,0.0,0.0
kaistia,0.0,0.0
keratinibaculum,0.0,0.0
kluyvera,0.0,0.0
kocuria,0.1341048116954835,0.013142348381565996
koleobacter,0.0213152278159743,0.0020889045385342796
kroppenstedtia,0.0,0.0
ktedonobacter,0.0,0.0
l1i39,0.0,0.0
lb-plm-3,0.0,0.0
ld21,0.0301442842624232,0.002954157128897899
laceyella,0.0,0.0
lachnoanaerobaculum,0.0,0.0
lachnospira,0.0,0.0
lachnotalea,0.0,0.0
lacipirellula,0.0,0.0
lacrimispora,0.1523242530784937,0.01492786407593765
lacticaseibacillus,0.0,0.0
lactobacillus,0.5231324787577212,0.05126728264723177
lactococcus,0.0,0.0
lactococcus_a,0.0795495131841217,0.007795897869971172
lawsonella,0.0,0.0
lederbergia_a,0.0,0.0
legionella,0.0,0.0
lenti-01,0.8217725472450598,0.08053418046494458
lentihominibacter,6.9678237206397595,0.682850716840246
lentilactobacillus,0.0,0.0
lentimicrobium,0.0,0.0
lentzea,0.0,0.0
leptolinea,0.0,0.0
leucobacter,0.1127895838795092,0.011053443843031719
leuconostoc,0.0,0.0
leuconostoc_b,0.0,0.0
levilinea,0.0,0.0
ligilactobacillus,0.0639456834479231,0.006266713615602858
limimorpha,0.0,0.0
limnochorda,0.0,0.0
limnohabitans,0.0,0.0
limosilactobacillus,0.036919057552173,0.003618088792902603
listeria,0.0,0.0
lucifera,0.0,0.0
luteibacter,0.0,0.0
luteimonas_c,0.0,0.0
luteimonas_d,0.0582342853681473,0.005706993331436882
luteolibacter,0.0,0.0
lutispora,0.0,0.0
lysinibacillus,0.0,0.0
lysinibacillus_b,0.0,0.0
lysobacter_c,0.0213152278159743,0.0020889045385342796
m0108,0.0,0.0
m3007,0.0,0.0
m55b127,0.2951124459670943,0.028921188789576047
mfbs3-17,0.0213152278159743,0.0020889045385342796
mgbc100798,0.0,0.0
mgbc108787,0.0,0.0
mgbc119817,0.0,0.0
mgiib-o1,0.0,0.0
mh13,0.0,0.0
mkrk01,0.0213152278159743,0.0020889045385342796
mt110,0.0,0.0
mvzh01,0.0,0.0
mwbf01,0.0,0.0
mwbv01,0.0,0.0
mweh01,0.0213152278159743,0.0020889045385342796
mwff01,0.0,0.0
macellibacteroides,0.0,0.0
mahella,0.0,0.0
mangrovibacterium,0.0,0.0
maridesulfovibrio,0.0602885685248464,0.005908314257795798
mariniphaga,0.0213152278159743,0.0020889045385342796
mariniplasma,0.9355819861823997,0.0916875706879701
marinitenerispora,1.840277575080711,0.18034825674572513
marinobacter,0.0,0.0
marinobacterium_d,0.0,0.0
marinospirillum,0.0,0.0
marmoricola,0.0,0.0
marseille-p3160,0.0,0.0
megasphaera,0.0,0.0
melghirimyces,0.0,0.0
merdivicinus,0.0426304556319487,0.004177809077068569
merdousia,0.0,0.0
mesorhizobium,0.0,0.0
mesotoga,0.0,0.0
methanobacterium,0.38021680045058887,0.03726146428953443
methanobacterium_a,0.0,0.0
methanobacterium_c,0.0,0.0
methanobacterium_d,0.0,0.0
methanobrevibacter,0.0,0.0
methanobrevibacter_a,0.1371417153635383,0.013439966681030611
methanobrevibacter_b,0.0,0.0
methanobrevibacter_d,0.0,0.0
methanocella_a,0.0,0.0
methanocorpusculum,0.0,0.0
methanocrinis,0.0,0.0
methanoculleus,0.0,0.0
methanoculleus_a,0.0,0.0
methanofastidiosum,0.0,0.0
methanofollis,0.0,0.0
methanogenium,0.0,0.0
methanogranum,0.0,0.0
methanolinea_a,0.0,0.0
methanomethylophilus,0.0,0.0
methanomethylovorans,0.0,0.0
methanomicrobium,0.0,0.0
methanoregula,0.0,0.0
methanosarcina,26.40292604138075,2.5875018796229625
methanosphaera,0.036919057552173,0.003618088792902603
methanosphaerula,0.0,0.0
