,abundance,relative abundance (%)
caiwko01,0.0,0.0
caiwxq01,0.0,0.0
caixse01,0.1505813225092082,0.013418806547380082
cajatl01,0.0,0.0
cajbez01,0.0,0.0
cajblf01,0.0,0.0
cajbvg01,0.0,0.0
cajlir01,0.0,0.0
cajoig01,0.0301442842624232,0.002686258244291587
cajojo01,0.0,0.0
cajolv01,0.0,0.0
cakkpp01,0.0795495131841217,0.007088923849043193
cakpsh01,0.0,0.0
cakxik01,0.0,0.0
calarr01,0.0,0.0
calbkh01,0.0845813559045861,0.007537328225612707
calboc01,0.0563947919397546,0.005025529001268006
calcjh01,0.0,0.0
calcth01,0.0,0.0
caldpk01,0.0,0.0
caldzk01,0.0,0.0
calekx01,0.0,0.0
calfyt01,0.19030658303999862,0.016958857711921772
calgfd01,0.0,0.0
calgkj01,0.0,0.0
calhvr01,0.0,0.0
caljes01,0.3284317085215269,0.029267650776585455
calkxv01,0.0426304556319487,0.0037989428411136974
callxs01,0.0,0.0
caluth01,0.0,0.0
calvld01,16.682916507463364,1.4866706277337622
calvvn01,0.0,0.0
calvvx01,0.0,0.0
calzbj01,0.0,0.0
calzjg01,0.0301442842624232,0.002686258244291587
camdpa01,2.718157944665772,0.24222416842210828
camuxe01,0.0,0.0
canrin01,0.0,0.0
casear01,0.0,0.0
caseyk01,0.0706946129865336,0.006299834001990439
casgdd01,0.0,0.0
cf-154,0.0563947919397546,0.005025529001268006
chh4-2,0.0,0.0
caccocola,0.24922042376745732,0.022208867597022806
caccovivens,0.0,0.0
caldalkalibacillus,22.695974420136114,2.0225143800916587
caldatribacterium,11.365091188126714,1.0127813828802077
caldibacillus_b,0.3384979686079515,0.030164688965017394
caldicellulosiruptor,3.402064975666599,0.30316941709218803
caldicoprobacter,4.611069413776898,0.41090785635934196
caldimonas,0.213949411177152,0.019065749401533643
caldisalinibacter,0.1146290773079019,0.010214981429754345
caloramator,0.0426304556319487,0.0037989428411136974
caloramator_b,0.2875890028430585,0.025628020328144978
caloranaerobacter,2.3916964305954607,0.21313208827912494
caproicibacterium,0.0,0.0
caproiciproducens,0.0,0.0
carboxydothermus,2.173183089693007,0.19365963179693116
carboxylicivirga,0.0,0.0
carnobacterium_a,0.0,0.0
catenibacterium,0.0,0.0
cellulomonas,0.0,0.0
cellulosilyticum,0.0213152278159743,0.0018994714205568444
cellulosimicrobium,0.1970089918671413,0.017556131835659
centipeda,1.903309845254934,0.16961032210112298
ch115,0.6048636763718367,0.05390143030703197
ch66,0.0,0.0
ch71,0.0426304556319486,0.0037989428411136887
changpingibacter,0.186888271214496,0.016654240483565074
chelatococcus_a,0.6466373618873905,0.05762402349032687
chiayiivirga,0.0,0.0
chitinispirillum,0.0,0.0
christensenella,0.0,0.0
citrobacter,0.0563947919397546,0.005025529001268006
cloacibacillus,0.0,0.0
cloacibacterium,0.0,0.0
cloacimonas,0.110757172656519,0.009869943023788486
clostridioides,0.0,0.0
clostridium,0.0301442842624232,0.002686258244291587
clostridium_ab,0.0852609112638975,0.0075978856822274034
clostridium_ad,0.0213152278159743,0.0018994714205568444
clostridium_ak,0.2217832049790481,0.019763845033900537
clostridium_an,0.0,0.0
clostridium_at,0.8908175124120612,0.07938373543866853
clostridium_au,0.505025479874117,0.04500451386003838
clostridium_e,0.0,0.0
clostridium_g,0.0,0.0
clostridium_h,2.0325256237162446,0.1811251733798094
clostridium_j,0.48248796743066286,0.04299612055801123
clostridium_n,0.0,0.0
collinsella,0.2879644467854276,0.025661477396711554
comamonas,1.09084592391092,0.09720893788181208
comamonas_c,0.0,0.0
companilactobacillus,0.0,0.0
conexibacter,0.0,0.0
contubernalis,0.0213152278159743,0.0018994714205568444
coprenecus,0.0,0.0
coproplasma,0.0,0.0
coprosoma,0.0,0.0
coprothermobacter,2.1929045916854117,0.1954170809655933
corynebacterium,1.010098206613022,0.09001323804661657
cryptobacteroides,0.0,0.0
cupidesulfovibrio,0.1100351243758041,0.009805598880468924
curtobacterium,0.0213152278159743,0.0018994714205568444
cutibacterium,0.0,0.0
cypionkella,0.0,0.0
daidjw01,0.0,0.0
daourc01,0.0670633418145962,0.005976239252221081
dmer64,7.152629069598562,0.6373947591291811
drkv01,0.0,0.0
drpn01,0.0,0.0
dsm-111022,0.0,0.0
dtu008,1.4406790092716506,0.12838373710727166
dtu010,9.881193999352373,0.8805463288870647
dtu015,10.605740126281548,0.945113063658049
dtu018,1.9532134111083477,0.17405739618078148
dtu024,0.0,0.0
dtu029,4.056674778452064,0.3615038915225054
dtu052,3.331329053102568,0.296865901855236
dtu053,0.1117480806032439,0.009958246153431605
dtu059,0.0,0.0
dtu063,1.8067891652033417,0.16100904066826344
dtu064,0.4030688892947774,0.03591882021346458
dtu073,0.0,0.0
dtu089,0.0,0.0
dtu098,2.463451959742442,0.2195264640774206
dulv01,1.706003660490486,0.15202770640989835
dump01,1.2231198169811062,0.10899630800714169
duou01,0.0,0.0
duph01,0.0,0.0
dupi01,0.0,0.0
duqw01,0.0,0.0
duss01,0.5729765643407702,0.05105986283658189
duua01,0.0,0.0
duus01,0.0,0.0
defluviitoga,31.392174784988974,2.7974619529294573
dehalobacterium,0.0,0.0
deinococcus,0.0,0.0
delta-02,0.0,0.0
dermatophilus,0.0,0.0
desulfamplus,0.0,0.0
desulfobulbus,0.0,0.0
desulfofundulus,0.0213152278159743,0.0018994714205568444
desulfogranum,0.0,0.0
desulfolucanica,0.0,0.0
desulfomicrobium,0.0,0.0
desulfopila,0.0,0.0
desulfoprunum,0.0,0.0
desulforapulum,0.0,0.0
desulfosporosinus,10.563384396710159,0.9413386025773472
desulfovibrio,0.0,0.0
dethiobacter,2.771661320254308,0.2469920336174115
dethiosulfovibrio,1.3870352489289604,0.12360336175581625
devosia,0.1096937974465449,0.009775182093334778
dietzia,0.0426304556319487,0.0037989428411136974
dokdonella,0.0,0.0
domibacillus,1.820582036147587,0.1622381696455474
draconibacterium,0.0,0.0
duganella,0.0213152278159743,0.0018994714205568444
duodenibacillus,0.0,0.0
dysgonomonas,0.0,0.0
dysosmobacter,0.0768531468386919,0.006848641603096149
dysosmobacter_a,0.0,0.0
e44-bin32,0.138099281730389,0.012306490041345665
egerieisoma,0.0,0.0
endomicrobium,1.1863913583314034,0.10572331190648869
endomicrobium_a,0.45274046160666337,0.04034522057076414
enterenecus,0.0,0.0
enterocloster,0.0,0.0
enterococcus,0.0727747398943719,0.006485201085405284
enterococcus_a,0.0,0.0
enterococcus_b,0.0,0.0
enterococcus_e,0.0,0.0
enterococcus_i,0.0,0.0
enterocola,0.0,0.0
enteromonas,0.0,0.0
enterousia,1.9293264857912085,0.17192875217300418
enterovirga,0.06394568344792301,0.005698414261670542
entomohabitans,0.0,0.0
eoetvoesia,0.7446847745416455,0.06636135718453812
erysipelothrix,0.0,0.0
estrella,0.036919057552173,0.0032899810079294947
eubacterium,0.0,0.0
eubacterium_b,0.199328660081687,0.017762845248095602
eubacterium_g,0.0,0.0
eubacterium_o,0.0,0.0
eubacterium_t,0.0,0.0
evansella,0.0213152278159743,0.0018994714205568444
evtepia,0.0,0.0
exiguobacterium,0.0563947919397546,0.005025529001268006
f0058,0.0,0.0
fb2012,0.0,0.0
fen-1160,0.036919057552173,0.0032899810079294947
fuhm01,0.0,0.0
facklamia,0.0,0.0
faecalibacterium,0.0,0.0
faecalimonas,0.0,0.0
faeciplasma,0.0,0.0
faecousia,0.0902927539843616,0.00804629005879689
falsochrobactrum,0.0670633418145962,0.005976239252221081
faunimonas,0.0689775261683873,0.006146818638240047
fen-1087,0.0,0.0
ferdinandcohnia,0.1360408679829835,0.01212305789046113
fermentibacter,0.0,0.0
ferruginibacter,0.0,0.0
fibrobacter,0.0,0.0
fimenecus,0.0940899677103463,0.008384672505962138
fimimonas,0.7779897957041391,0.06932927929193342
fimisoma,0.0825535223518858,0.007356621178413624
fimivivens,0.0213152278159743,0.0018994714205568444
firm-04,0.0,0.0
firm-07,0.0,0.0
firm-13,0.0,0.0
firm-16,0.0951533429203204,0.008479433436415842
flaviflexus,0.0,0.0
flavipsychrobacter,0.0,0.0
flavobacterium,0.1786713236149322,0.015922000731574827
flexilinea,0.1065761390798718,0.009497357102784248
fonticella,0.1778952053965136,0.0158528382348102
fontisphaera,0.0,0.0
formimonas,0.0,0.0
fredericiella,0.0,0.0
fructobacillus,0.0301442842624232,0.002686258244291587
fundicoccus,0.0,0.0
fundidesulfovibrio,0.0,0.0
fusobacterium,0.0,0.0
fusobacterium_b,0.0,0.0
gca-002840305,0.0,0.0
gca-002841655,0.0,0.0
gca-013693735,0.4713150841345612,0.04200046746486169
gca-016699895,0.0,0.0
gca-2699445,0.2838468911462772,0.02529454820755894
gca-2723275,0.0972076260770194,0.00866249749651267
gca-2729495,2.040524720950013,0.1818379997552522
gca-2746885,0.0,0.0
gwa2-32-17,0.0,0.0
gwc2-37-14,0.0,0.0
gwc2-73-18,0.0902927539843618,0.00804629005879691
gwe2-31-10,0.0,0.0
gwe2-42-24,0.0,0.0
gwf2-33-38,0.0,0.0
gwf2-43-63,0.0,0.0
ga0077530,0.477608431692144,0.042561288767287604
ga0077548,0.4263820758797479,0.03799633643907461
gaiella,0.1877451441315331,0.016730599302293783
galactobacter,0.0,0.0
gallionella,0.0,0.0
galliscardovia,3.5343446784853216,0.3149573049436898
gaoshiqia,0.0,0.0
garciella,0.1648104244480191,0.014686809531270587
gemmatimonas,0.0,0.0
gemmiger,0.0522114319003159,0.004652735761363797
gemmobacter_b,0.0602885685248464,0.005372516488583174
geobacillus,0.1648104244480189,0.01468680953127057
geofilum,0.2363577821075973,0.02106263447032558
geosporobacter,0.0,0.0
gleimia,0.0,0.0
globicatella,0.0,0.0
glycomyces,0.0213152278159743,0.0018994714205568444
gordonia,0.2991083618617173,0.026654549034663334
gottfriedia,3.7337934483085813,0.33273085357358445
gottschalkia_a,0.3114232794467369,0.027751972632534854
gracilibacter,0.14189236486566711,0.012644504397723194
granulicoccus,0.0,0.0
h1,0.047662298352413,0.0042473472176832025
hgm04593,0.0,0.0
hgm10857,0.0,0.0
hgm11604,0.0,0.0
hgm11616,4.679011506468472,0.4169624040486588
hgm12789,0.4349302603753469,0.03875809382150656
hgm13010,0.0,0.0
hgm13233,0.0,0.0
hgm16780,0.0,0.0
hgw-1,0.1261025883542486,0.011237424469731895
hk-stas-pate-36,0.1211889580687033,0.010799554399603853
hun007,0.0,0.0
haliovirga,0.0,0.0
haloimpatiens,0.0426304556319487,0.0037989428411136974
halopseudomonas,0.4452899638692126,0.039681281735890174
halorubrum,0.0,0.0
halothermothrix,0.0,0.0
haploplasma,0.0,0.0
hazenella,0.16728599962596152,0.01490741633597091
heliomicrobium,8.965483839426058,0.7989443261634515
heliorestis,0.0,0.0
herbivorax,1.031165324518292,0.09189059956111899
hoeflea,0.0,0.0
holophaga,0.0,0.0
holtiella,0.9749978865860628,0.08688533083777866
hominibacterium,0.0,0.0
hominimerdicola,0.2780598267437673,0.024778843494647006
hominiventricola,0.0,0.0
humidesulfovibrio,0.0,0.0
humimicrobium,0.0865390762021778,0.007711787245559593
hungateiclostridium,2.7092081301608153,0.2414266204428786
hydrogenispora,0.28212980432813073,0.025141532843808528
hydrogenophaga,0.0,0.0
hymenobacter,0.0,0.0
hyphomicrobium_b,0.143699963056333,0.012805585533363084
hyphomicrobium_c,0.1400428481332563,0.012479687760275705
ior16,0.0,0.0
iamia,0.0301442842624232,0.002686258244291587
ignatzschineria,0.0,0.0
ignavigranum,0.0,0.0
inordinaticella,0.6492725963280801,0.057858858067267475
insulibacter,0.12217996881607021,0.010887866690156872
intestinibacter,0.11250000042516231,0.010025252249946971
iocasia,17.505012239274784,1.5599303348792464
irregularibacter,0.0,0.0
isobaculum,0.0,0.0
jaaeka01,0.036919057552173,0.0032899810079294947
jaaepj01,0.0,0.0
jaaeth01,0.0778065826148362,0.00693360546197479
jaafhb01,0.0,0.0
jaallb01,0.0,0.0
jaauql01,0.0,0.0
jaavlz01,0.0,0.0
jaaxkn01,0.0514595120783975,0.004585729664848431
jaaybj01,0.0,0.0
jaaycb01,0.0426304556319487,0.0037989428411136974
jaayde01,0.0,0.0
jaaydf01,0.0,0.0
jaaydh01,0.0,0.0
jaayfb01,0.0,0.0
jaaygu01,20.692722319854575,1.8439978685391254
jaayhf01,0.0,0.0
jaayjk01,0.036919057552173,0.0032899810079294947
jaaylu01,0.2097824202282223,0.018694414866170187
jaayob01,0.0,0.0
jaaypc01,0.0,0.0
jaaysa01,0.0,0.0
jaaytv01,0.0,0.0
jaayyf01,0.0213152278159743,0.0018994714205568444
jaayyz01,0.0,0.0
jaayzc01,0.0,0.0
jaayzz01,0.0,0.0
jaazbk01,0.0689775261683874,0.006146818638240056
jaazeb01,0.0426304556319486,0.0037989428411136887
jaazff01,0.2258509127947838,0.02012633211636912
jaazgc01,0.0,0.0
jaaziy01,0.0,0.0
jaazjx01,0.0,0.0
jaazko01,0.047662298352413,0.0042473472176832025
jaazkv01,0.0,0.0
jaazpg01,0.0,0.0
jabddc01,0.0301442842624232,0.002686258244291587
jabdgm01,0.9464178164911072,0.08433846496275411
jabdlz01,0.0,0.0
jabhkc01,0.0,0.0
jablxh01,0.0,0.0
jabmpj01,0.0,0.0
jabwbd01,0.0,0.0
jabzip01,0.0,0.0
jacadu01,0.0,0.0
jacadw01,2.2768252243071907,0.20289552992407245
jacces01,0.0,0.0
jaccxm01,0.4213375397662916,0.03754680091169469
jaccze01,0.0,0.0
jacdbr01,0.0213152278159743,0.0018994714205568444
jacdhd01,0.0602885685248464,0.005372516488583174
jacdhn01,0.0852609112638975,0.0075978856822274034
jaciwr01,0.1516446977191822,0.013513567477833782
jaciyf01,0.0426304556319487,0.0037989428411136974
jaciyh01,19.74708914537195,1.759729325656649
jackgs01,0.0213152278159743,0.0018994714205568444
jacpdt01,0.036919057552173,0.0032899810079294947
jacpzp01,0.0563947919397546,0.005025529001268006
jacqfh01,0.0,0.0
jacqvt01,0.0514595120783975,0.004585729664848431
jacrcq01,0.0,0.0
jacrdc01,2.4247453828939802,0.2160771912314536
jacrne01,0.0213152278159743,0.0018994714205568444
jacrtk01,0.0522114319003159,0.004652735761363797
jadfnb01,0.14189236486566711,0.012644504397723194
jadfrg01,0.0951533429203203,0.008479433436415834
jadgnf01,0.0,0.0
jadgqx01,3.1638378763339188,0.281940201496122
jadiyw01,0.0,0.0
jadjyj01,0.0426304556319487,0.0037989428411136974
jadkav01,0.2635681626976383,0.023487442721003664
jadkcl01,0.0,0.0
jadlgh01,0.0213152278159743,0.0018994714205568444
jadlgl01,0.0825535223518858,0.007356621178413624
jadmjv01,0.0602885685248464,0.005372516488583174
jadzem01,0.2035446742314424,0.01813854840525924
jaedji01,0.0,0.0
jaeknw01,0.0,0.0
jaermq01,0.0,0.0
jaeujm01,0.0768531468386919,0.006848641603096149
jaeumg01,0.25514969914384866,0.02273724520665015
jaevlt01,0.5024775419540708,0.0447774585687572
jaewah01,0.0426304556319487,0.0037989428411136974
jaewry01,0.0,0.0
jaewvq01,0.0,0.0
jaexna01,0.0,0.0
jaeyra01,0.0,0.0
jaezlb01,0.0,0.0
jaezou01,0.0,0.0
jaezwm01,0.0,0.0
jafafn01,0.0426304556319487,0.0037989428411136974
jafafz01,2.1728760568156904,0.19363227106775344
jafazj01,0.0,0.0
jafbad01,0.0213152278159743,0.0018994714205568444
jafcgc01,0.0,0.0
jafgfn01,0.0,0.0
jafgol01,0.0,0.0
jafkkf01,0.08160379634082071,0.007271987909140018
jafmjv01,0.12379946068361,0.011032185040623232
jafnag01,0.0,0.0
jafuxm01,0.0,0.0
jagngi01,0.0,0.0
jagoaj01,0.111607981800336,0.009945761479353745
jagocv01,0.4585956148362803,0.04086699290736115
jagonc01,0.0,0.0
jagoov01,0.0,0.0
jagopy01,0.0,0.0
jagrnp01,0.0,0.0
jaguvt01,0.1161571153482389,0.010351150023034338
jaguwj01,0.0,0.0
jagvvh01,0.0,0.0
jahbxr01,0.20308233786387092,0.018097348061332914
jahbxu01,0.1299214516560448,0.011577736183188648
jahfoq01,0.0301442842624232,0.002686258244291587
jahftw01,0.0,0.0
jahhtg01,0.0,0.0
jahivh01,0.0,0.0
jahjqk01,0.0,0.0
jahwkr01,0.0,0.0
jaibby01,0.1278913668958462,0.011396828523341103
jaiept01,0.0301442842624232,0.002686258244291587
jailzp01,0.7726914758588863,0.06885712824527726
jaimbi01,0.0689775261683873,0.006146818638240047
jaioup01,2.5840257940195226,0.23027120273344526
jairni01,0.0,0.0
jairnn01,0.0,0.0
jairyt01,0.0,0.0
jaisft01,0.0,0.0
jaiszg01,0.0301442842624232,0.002686258244291587
jaitla01,0.1824272526046147,0.016256704157460625
jaitqc01,0.0,0.0
jaizzn01,0.0904328527872696,0.00805877473287476
jajdgj01,0.0,0.0
jajdvc01,0.0,0.0
jajgre01,0.1340130344302834,0.011942350843262063
jajmzj01,0.0,0.0
jajpjw01,0.0,0.0
jajujl01,0.2864032210228379,0.02552235133422332
jajyrx01,0.740139062930947,0.06595627358115554
jakawj01,0.0213152278159743,0.0018994714205568444
jakbat01,0.0213152278159743,0.0018994714205568444
jakiu001,0.0,0.0
jakjbl01,0.0904328527872696,0.00805877473287476
jakjei01,0.0,0.0
jakjgy01,0.0,0.0
jakosx01,15.138575355970273,1.3490492095543811
jakpgm01,0.0,0.0
jakpkf01,0.0,0.0
jakqdp01,0.0,0.0
jakqqt01,0.0,0.0
jakqtp01,0.0,0.0
jaksbq01,0.0,0.0
jakscf01,1.427075308573442,0.12717146572489915
jakvon01,0.036919057552173,0.0032899810079294947
jalcry01,0.0,0.0
jalhet01,0.0,0.0
jalhfc01,1.5953800063601853,0.14216966166966827
jalhlm01,0.1039823993667692,0.009266220260150579
jalhqu01,0.2205256610284625,0.019651781075923913
jalnwk01,0.0,0.0
jalnzu01,0.0563947919397546,0.005025529001268006
jaloaf01,0.0,0.0
jaloap01,0.1185228538929937,0.010561968917069514
jalrhz01,0.0,0.0
jalznd01,0.0,0.0
jamdda01,0.0,0.0
jamlhn01,0.8748678288476724,0.07796240565701933
jamlia01,0.0,0.0
jampcj01,0.0,0.0
jampxd01,0.0,0.0
jampxm01,0.333973136257191,0.029761465982495974
janjuo01,0.0,0.0
jankmx01,0.0,0.0
janlfz01,0.0,0.0
janqmy01,0.0,0.0
janxaq01,0.0,0.0
janxqg01,0.0852609112638974,0.007597885682227395
janzza01,0.1203404753876777,0.010723943262938556
jaoadn01,0.0,0.0
jaoagt01,0.0,0.0
japlvk01,0.0,0.0
japlvo01,0.0795495131841217,0.007088923849043193
jappha01,0.0,0.0
japuds01,0.0,0.0
jaqsxr01,0.0,0.0
jaquly01,0.0,0.0
jaqvcs01,0.0,0.0
jaqvda01,0.0,0.0
jaqvkf01,0.0,0.0
jaqvqn01,0.036919057552173,0.0032899810079294947
jaqwch01,0.0,0.0
jarxwg01,0.0,0.0
jasbru01,0.0,0.0
jasgtu01,0.0,0.0
jasjct01,0.0,0.0
jauhxr01,0.0213152278159743,0.0018994714205568444
jauiik01,0.0514595120783975,0.004585729664848431
jaupvl01,0.0213152278159743,0.0018994714205568444
jauvan01,0.0,0.0
jauwzs01,0.0,0.0
jg1575,0.0706946129865336,0.006299834001990439
jgm124,0.0,0.0
jj008,0.0426304556319487,0.0037989428411136974
janibacter,0.3037328949885203,0.027066656687634208
jeotgalibaca,0.0,0.0
jeotgalicoccus,0.0,0.0
kbs-96,0.08160379634082071,0.007271987909140018
klap22,0.0514595120783975,0.004585729664848431
kaistella,0.0,0.0
kaistia,0.0823557161627391,0.007338994005655384
keratinibaculum,1.1726979643256559,0.10450304765274009
kluyvera,0.0,0.0
kocuria,0.0,0.0
koleobacter,2.2646629322291703,0.20181170729688236
kroppenstedtia,0.4559093840255061,0.04062761387289167
ktedonobacter,0.0,0.0
l1i39,0.13135035219177849,0.011705070301025775
lb-plm-3,0.2924059530345746,0.026057274910926104
ld21,0.0,0.0
laceyella,1.3027829793641363,0.11609535951736495
lachnoanaerobaculum,0.0522114319003159,0.004652735761363797
lachnospira,0.2798088820316324,0.024934707675924195
lachnotalea,0.0,0.0
lacipirellula,0.1531994925332259,0.013652120456934135
lacrimispora,2.5803780617751912,0.22994614108232098
lacticaseibacillus,0.0,0.0
lactobacillus,0.138099281730389,0.012306490041345665
lactococcus,0.0,0.0
lactococcus_a,0.0,0.0
lawsonella,0.0,0.0
lederbergia_a,0.6909008086547946,0.06156848764693389
legionella,0.1542384374322848,0.01374470432046745
lenti-01,0.0,0.0
lentihominibacter,0.5785553076963199,0.05155700336249955
lentilactobacillus,0.1680027737400906,0.01497129048062175
lentimicrobium,0.0,0.0
lentzea,1.741411815492464,0.15518304582552964
leptolinea,0.0,0.0
leucobacter,0.3990350941230859,0.03555935520041575
leuconostoc,0.2126128216033399,0.01894664142303164
leuconostoc_b,0.0,0.0
levilinea,0.0426304556319487,0.0037989428411136974
ligilactobacillus,0.0426304556319486,0.0037989428411136887
limimorpha,0.0,0.0
limnochorda,0.5102206905031321,0.04546747649871081
limnohabitans,0.0,0.0
limosilactobacillus,3.3673614026524143,0.30007686533994965
listeria,0.25535923705143204,0.02275591783217469
lucifera,0.7467191920911045,0.06654265095376447
luteibacter,0.0213152278159743,0.0018994714205568444
