,abundance,relative abundance (%)
jaafhb01,0.0,0.0
jaallb01,0.0670633418145962,0.017965098479209546
jaauql01,0.1729863751391555,0.04634002990080679
jaavlz01,0.0582342853681473,0.015599948395018064
jaaxkn01,0.0,0.0
jaaybj01,0.0,0.0
jaaycb01,0.1116079818003359,0.02989782987033411
jaayde01,0.0,0.0
jaaydf01,0.036919057552173,0.009889970984715182
jaaydh01,0.0602885685248464,0.016150254988988727
jaayfb01,0.0,0.0
jaaygu01,1.3064286847421593,0.3499694369890298
jaayhf01,0.0,0.0
jaayjk01,1.4847241903468515,0.3977316902546672
jaaylu01,0.0,0.0
jaayob01,0.0,0.0
jaaypc01,0.7547530277428179,0.20218515964156983
jaaysa01,0.3680436270231158,0.09859246236781877
jaaytv01,0.0,0.0
jaayyf01,0.0,0.0
jaayyz01,0.0,0.0
jaayzc01,0.2989371080772115,0.08008003240495165
jaayzz01,0.8166710163503571,0.21877190782426942
jaazbk01,0.0,0.0
jaazeb01,0.0,0.0
jaazff01,0.0213152278159743,0.005709977410302881
jaazgc01,0.047662298352413,0.012767897639425471
jaaziy01,0.1302329070441006,0.034887122188888446
jaazjx01,0.0213152278159743,0.005709977410302881
jaazko01,0.0,0.0
jaazkv01,0.0426304556319487,0.011419954820605788
jaazpg01,0.0,0.0
jabddc01,0.0,0.0
jabdgm01,0.0,0.0
jabdlz01,0.0,0.0
jabhkc01,0.0,0.0
jablxh01,0.0,0.0
jabmpj01,0.0,0.0
jabwbd01,0.0,0.0
jabzip01,0.1164685707362947,0.03119989679003615
jacadu01,0.0,0.0
jacadw01,0.0,0.0
jacces01,0.0,0.0
jaccxm01,0.0,0.0
jaccze01,0.0,0.0
jacdbr01,0.0,0.0
jacdhd01,0.0,0.0
jacdhn01,0.0,0.0
jaciwr01,0.0213152278159743,0.005709977410302881
jaciyf01,0.0,0.0
jaciyh01,0.0,0.0
jackgs01,0.0,0.0
jacpdt01,0.0,0.0
jacpzp01,0.0,0.0
jacqfh01,0.0,0.0
jacqvt01,0.0,0.0
jacrcq01,0.0,0.0
jacrdc01,0.0,0.0
jacrne01,0.0,0.0
jacrtk01,0.0,0.0
jadfnb01,0.0,0.0
jadfrg01,0.0,0.0
jadgnf01,0.9598516351688777,0.25712749595616063
jadgqx01,0.0,0.0
jadiyw01,0.0,0.0
jadjyj01,0.0,0.0
jadkav01,0.0,0.0
jadkcl01,0.0,0.0
jadlgh01,0.0,0.0
jadlgl01,0.0,0.0
jadmjv01,0.0,0.0
jadzem01,0.0,0.0
jaedji01,0.0,0.0
jaeknw01,0.0,0.0
jaermq01,0.0,0.0
jaeujm01,0.0,0.0
jaeumg01,0.0,0.0
jaevlt01,0.15232425307849368,0.04080500812042114
jaewah01,0.0522114319003159,0.013986531098060605
jaewry01,0.3313883992169252,0.08877316676610825
jaewvq01,0.0,0.0
jaexna01,0.0,0.0
jaeyra01,0.0,0.0
jaezlb01,0.0,0.0
jaezou01,0.3341132350600988,0.08950310271826563
jaezwm01,0.0,0.0
jafafn01,0.0,0.0
jafafz01,0.0,0.0
jafazj01,0.0,0.0
jafbad01,0.0,0.0
jafcgc01,0.100864741000096,0.02701990321562385
jafgfn01,0.0,0.0
jafgol01,0.0,0.0
jafkkf01,0.0,0.0
jafmjv01,0.0,0.0
jafnag01,0.1278913668958461,0.03425986446181736
jafuxm01,0.0,0.0
jagngi01,0.0301442842624232,0.008075127494494364
jagoaj01,0.0,0.0
jagocv01,0.0,0.0
jagonc01,0.0,0.0
jagoov01,0.0,0.0
jagopy01,0.0,0.0
jagrnp01,0.0,0.0
jaguvt01,0.0,0.0
jaguwj01,0.0,0.0
jagvvh01,1.0860749389526765,0.29094051543133365
jahbxr01,0.0,0.0
jahbxu01,0.0,0.0
jahfoq01,0.0,0.0
jahftw01,0.0,0.0
jahhtg01,0.0,0.0
jahivh01,0.0,0.0
jahjqk01,0.0,0.0
jahwkr01,0.0,0.0
jaibby01,0.0,0.0
jaiept01,0.0,0.0
jailzp01,0.5797294656968114,0.15529940293366007
jaimbi01,0.0,0.0
jaioup01,0.0,0.0
jairni01,0.0,0.0
jairnn01,0.0,0.0
jairyt01,0.0,0.0
jaisft01,0.047662298352413,0.012767897639425471
jaiszg01,0.0,0.0
jaitla01,0.0,0.0
jaitqc01,0.0,0.0
jaizzn01,0.0,0.0
jajdgj01,0.0,0.0
jajdvc01,0.0213152278159743,0.005709977410302881
jajgre01,0.0,0.0
jajmzj01,0.0,0.0
jajpjw01,0.0,0.0
jajujl01,0.0,0.0
jajyrx01,0.0,0.0
jakawj01,0.0,0.0
jakbat01,0.0,0.0
jakiu001,0.0,0.0
jakjbl01,0.0,0.0
jakjei01,0.0727747398943718,0.019495082315100123
jakjgy01,0.0823557161627391,0.022061658592554968
jakosx01,10.611558608117878,2.842651294350642
jakpgm01,0.0,0.0
jakpkf01,0.0,0.0
jakqdp01,0.0602885685248464,0.016150254988988727
jakqqt01,0.0,0.0
jakqtp01,0.0213152278159743,0.005709977410302881
jaksbq01,0.0301442842624232,0.008075127494494364
jakscf01,2.3835583337326147,0.6385136654065032
jakvon01,0.0,0.0
jalcry01,0.0,0.0
jalhet01,0.036919057552173,0.009889970984715182
jalhfc01,0.0,0.0
jalhlm01,0.0,0.0
jalhqu01,0.0,0.0
jalnwk01,0.1988152094425354,0.05325912369046958
jalnzu01,0.0,0.0
jaloaf01,0.7480326223044592,0.20038488034958185
jaloap01,0.0,0.0
jalrhz01,0.0,0.0
jalznd01,0.0,0.0
jamdda01,0.0213152278159743,0.005709977410302881
jamlhn01,0.0,0.0
jamlia01,0.0,0.0
jampcj01,0.0,0.0
jampxd01,0.0,0.0
jampxm01,0.0213152278159743,0.005709977410302881
janjuo01,0.0,0.0
jankmx01,0.0,0.0
janlfz01,0.0,0.0
janqmy01,0.0,0.0
janxaq01,0.0213152278159743,0.005709977410302881
janxqg01,0.0,0.0
janzza01,0.0,0.0
jaoadn01,0.0689775261683873,0.018477875049728355
jaoagt01,0.0,0.0
japlvk01,0.0213152278159743,0.005709977410302881
japlvo01,0.0,0.0
jappha01,0.0,0.0
japuds01,0.0,0.0
jaqsxr01,0.0,0.0
jaquly01,0.0,0.0
jaqvcs01,0.0,0.0
jaqvda01,0.0,0.0
jaqvkf01,0.0213152278159743,0.005709977410302881
jaqvqn01,0.0,0.0
jaqwch01,0.0,0.0
jarxwg01,1.0193789380258966,0.27307382116292683
jasbru01,0.0,0.0
jasgtu01,0.0213152278159743,0.005709977410302881
jasjct01,0.0213152278159743,0.005709977410302881
jauhxr01,0.0,0.0
jauiik01,0.0,0.0
jaupvl01,0.0,0.0
jauvan01,0.0,0.0
jauwzs01,0.0887198965598297,0.02376651141496984
jg1575,0.0,0.0
jgm124,0.0,0.0
jj008,0.0,0.0
janibacter,0.0,0.0
jeotgalibaca,0.0,0.0
jeotgalicoccus,0.0,0.0
kbs-96,0.0,0.0
klap22,0.0,0.0
kaistella,0.1133250686184823,0.030357807451985713
kaistia,0.0,0.0
keratinibaculum,0.0213152278159743,0.005709977410302881
kluyvera,0.0,0.0
kocuria,0.0,0.0
koleobacter,0.0,0.0
kroppenstedtia,0.0,0.0
ktedonobacter,0.0,0.0
l1i39,0.0,0.0
lb-plm-3,0.0,0.0
ld21,0.0213152278159743,0.005709977410302881
laceyella,0.0,0.0
lachnoanaerobaculum,0.0,0.0
lachnospira,0.0301442842624232,0.008075127494494364
lachnotalea,0.0426304556319486,0.011419954820605762
lacipirellula,0.0,0.0
lacrimispora,0.7334701667435872,0.19648385273641217
lacticaseibacillus,0.0426304556319487,0.011419954820605788
lactobacillus,0.036919057552173,0.009889970984715182
lactococcus,0.0,0.0
lactococcus_a,0.0,0.0
lawsonella,0.0,0.0
lederbergia_a,0.0,0.0
legionella,0.0,0.0
lenti-01,0.41857187787206873,0.11212809864722163
lentihominibacter,0.0,0.0
lentilactobacillus,0.0,0.0
lentimicrobium,0.0,0.0
lentzea,0.0,0.0
leptolinea,0.0727747398943718,0.019495082315100123
leucobacter,0.0,0.0
leuconostoc,0.0,0.0
leuconostoc_b,0.0,0.0
levilinea,0.0768531468386919,0.020587616334588187
ligilactobacillus,0.0,0.0
limimorpha,0.0301442842624232,0.008075127494494364
limnochorda,0.0,0.0
limnohabitans,0.0,0.0
limosilactobacillus,0.0,0.0
listeria,0.0,0.0
lucifera,0.0,0.0
luteibacter,0.0,0.0
luteimonas_c,0.0,0.0
luteimonas_d,0.0,0.0
luteolibacter,0.0,0.0
lutispora,0.4850384591440622,0.12993333539532323
lysinibacillus,0.0301442842624232,0.008075127494494364
lysinibacillus_b,0.0,0.0
lysobacter_c,0.0,0.0
m0108,0.0,0.0
m3007,0.18038841043307852,0.048322905931195266
m55b127,0.0,0.0
mfbs3-17,0.0,0.0
mgbc100798,0.0426304556319487,0.011419954820605788
mgbc108787,0.0,0.0
mgbc119817,0.0,0.0
mgiib-o1,0.0426304556319486,0.011419954820605762
mh13,0.0,0.0
mkrk01,0.0,0.0
mt110,0.0,0.0
mvzh01,0.0514595120783975,0.013785104904797245
mwbf01,0.0,0.0
mwbv01,0.0426304556319487,0.011419954820605788
mweh01,0.0,0.0
mwff01,0.0,0.0
macellibacteroides,2.553411280535684,0.6840143045595157
mahella,0.0,0.0
mangrovibacterium,0.0,0.0
maridesulfovibrio,0.0,0.0
mariniphaga,0.0,0.0
mariniplasma,0.7711786373820689,0.20658529370536283
marinitenerispora,0.0,0.0
marinobacter,0.0,0.0
marinobacterium_d,0.0,0.0
marinospirillum,0.0,0.0
marmoricola,0.0,0.0
marseille-p3160,0.2653939948024255,0.0710944179548579
megasphaera,0.0301442842624232,0.008075127494494364
melghirimyces,0.0,0.0
merdivicinus,0.0,0.0
merdousia,0.08526091126389741,0.02283990964121158
mesorhizobium,0.0,0.0
mesotoga,0.5997511154774853,0.1606628533716125
methanobacterium,0.611726523492893,0.16387085611207078
methanobacterium_a,0.0951533429203203,0.025489919379733245
methanobacterium_c,0.1065761390798717,0.02854988705151446
methanobacterium_d,0.0,0.0
methanobrevibacter,0.247944260512619,0.06641993877636602
methanobrevibacter_a,0.0,0.0
methanobrevibacter_b,0.0727747398943719,0.01949508231510015
methanobrevibacter_d,0.0,0.0
methanocella_a,0.0,0.0
methanocorpusculum,0.2906847892760229,0.07786938026723013
methanocrinis,0.047662298352413,0.012767897639425471
methanoculleus,1.9597507979852962,0.5249830254187032
methanoculleus_a,0.0,0.0
methanofastidiosum,0.0213152278159743,0.005709977410302881
methanofollis,0.1851346415166264,0.04959433837869768
methanogenium,0.0,0.0
methanogranum,0.0213152278159743,0.005709977410302881
