sample-id	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath
SRR8450557	SRP179931	SAFARIC_2020	L1_160121	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450557_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450557_2.fastq.gz
SRR8450559	SRP179931	SAFARIC_2020	L5_160107	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450559_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450559_2.fastq.gz
SRR8450561	SRP179931	SAFARIC_2020	L3_160107	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450561_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450561_2.fastq.gz
SRR8450563	SRP179931	SAFARIC_2020	L2_160107	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450563_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450563_2.fastq.gz
SRR8450565	SRP179931	SAFARIC_2020	L1_160107	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450565_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450565_2.fastq.gz
SRR8450567	SRP179931	SAFARIC_2020	L2_160907	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450567_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450567_2.fastq.gz
SRR8450569	SRP179931	SAFARIC_2020	L3_160810	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450569_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450569_2.fastq.gz
SRR8450571	SRP179931	SAFARIC_2020	L2_160810	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450571_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450571_2.fastq.gz
SRR8450579	SRP179931	SAFARIC_2020	L5_160121	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450579_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450579_2.fastq.gz
SRR8450581	SRP179931	SAFARIC_2020	L3_160121	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450581_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450581_2.fastq.gz
SRR8450583	SRP179931	SAFARIC_2020	L2_160121	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450583_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450583_2.fastq.gz
SRR8450585	SRP179931	SAFARIC_2020	L5_160504	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450585_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450585_2.fastq.gz
SRR8450587	SRP179931	SAFARIC_2020	L1_160608	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450587_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450587_2.fastq.gz
SRR8450589	SRP179931	SAFARIC_2020	L2_160608	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450589_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450589_2.fastq.gz
SRR8450591	SRP179931	SAFARIC_2020	L2_160413	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450591_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450591_2.fastq.gz
SRR8450538	SRP179931	SAFARIC_2020	L2_160706	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450538_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450538_2.fastq.gz
SRR8450540	SRP179931	SAFARIC_2020	L3_160706	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450540_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450540_2.fastq.gz
SRR8450542	SRP179931	SAFARIC_2020	L5_160706	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450542_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450542_2.fastq.gz
SRR8450572	SRP179931	SAFARIC_2020	L3_160608	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450572_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450572_2.fastq.gz
SRR8450573	SRP179931	SAFARIC_2020	L1_160907	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450573_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450573_2.fastq.gz
SRR8450575	SRP179931	SAFARIC_2020	L5_160810	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450575_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450575_2.fastq.gz
SRR8450577	SRP179931	SAFARIC_2020	L1_160413	SYNTHETIC					PAIRED-END		/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450577_1.fastq.gz	/home/ubuntu/biogas/samples/SAFARIC_2020/SRR8450577_2.fastq.gz
SRR2046299	SRP058618	DZIEWIT_2015	MIMARKS.survey,MIGS/MIMS/MIMARKS.wastewater	SYNTHETIC	METHANOGENIC_ARCHAEA				PAIRED-END		/home/ubuntu/biogas/samples/DZIEWIT_2015/SRR2046299_1.fastq.gz	/home/ubuntu/biogas/samples/DZIEWIT_2015/SRR2046299_2.fastq.gz
ERR3561496	ERP117518	HUPFAUF_2020	SAMEA5977107	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561496_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561496_2.fastq.gz
ERR3561497	ERP117518	HUPFAUF_2020	SAMEA5977108	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561497_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561497_2.fastq.gz
ERR3561498	ERP117518	HUPFAUF_2020	SAMEA5977109	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561498_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561498_2.fastq.gz
ERR3561499	ERP117518	HUPFAUF_2020	SAMEA5977110	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561499_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561499_2.fastq.gz
ERR3561500	ERP117518	HUPFAUF_2020	SAMEA5977111	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561500_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561500_2.fastq.gz
ERR3561501	ERP117518	HUPFAUF_2020	SAMEA5977112	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561501_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561501_2.fastq.gz
ERR3561502	ERP117518	HUPFAUF_2020	SAMEA5977113	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561502_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561502_2.fastq.gz
ERR3561503	ERP117518	HUPFAUF_2020	SAMEA5977114	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561503_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561503_2.fastq.gz
ERR3561504	ERP117518	HUPFAUF_2020	SAMEA5977115	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561504_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561504_2.fastq.gz
ERR3561505	ERP117518	HUPFAUF_2020	SAMEA5977116	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561505_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561505_2.fastq.gz
ERR3561506	ERP117518	HUPFAUF_2020	SAMEA5977117	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561506_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561506_2.fastq.gz
ERR3561507	ERP117518	HUPFAUF_2020	SAMEA5977118	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561507_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561507_2.fastq.gz
ERR3561508	ERP117518	HUPFAUF_2020	SAMEA5977119	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561508_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561508_2.fastq.gz
ERR3561509	ERP117518	HUPFAUF_2020	SAMEA5977120	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561509_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561509_2.fastq.gz
ERR3561510	ERP117518	HUPFAUF_2020	SAMEA5977121	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561510_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561510_2.fastq.gz
ERR3561511	ERP117518	HUPFAUF_2020	SAMEA5977122	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561511_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561511_2.fastq.gz
ERR3561512	ERP117518	HUPFAUF_2020	SAMEA5977123	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561512_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561512_2.fastq.gz
ERR3561513	ERP117518	HUPFAUF_2020	SAMEA5977124	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561513_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561513_2.fastq.gz
ERR3561514	ERP117518	HUPFAUF_2020	SAMEA5977125	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561514_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561514_2.fastq.gz
ERR3561515	ERP117518	HUPFAUF_2020	SAMEA5977126	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561515_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561515_2.fastq.gz
ERR3561516	ERP117518	HUPFAUF_2020	SAMEA5977127	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561516_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561516_2.fastq.gz
ERR3561517	ERP117518	HUPFAUF_2020	SAMEA5977128	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561517_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561517_2.fastq.gz
ERR3561518	ERP117518	HUPFAUF_2020	SAMEA5977129	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561518_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561518_2.fastq.gz
ERR3561519	ERP117518	HUPFAUF_2020	SAMEA5977130	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561519_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561519_2.fastq.gz
ERR3561520	ERP117518	HUPFAUF_2020	SAMEA5977131	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561520_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561520_2.fastq.gz
ERR3561521	ERP117518	HUPFAUF_2020	SAMEA5977132	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561521_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561521_2.fastq.gz
ERR3561522	ERP117518	HUPFAUF_2020	SAMEA5977133	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561522_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561522_2.fastq.gz
ERR3561523	ERP117518	HUPFAUF_2020	SAMEA5977134	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561523_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561523_2.fastq.gz
ERR3561524	ERP117518	HUPFAUF_2020	SAMEA5977135	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561524_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561524_2.fastq.gz
ERR3561525	ERP117518	HUPFAUF_2020	SAMEA5977136	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561525_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561525_2.fastq.gz
ERR3561526	ERP117518	HUPFAUF_2020	SAMEA5977137	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561526_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561526_2.fastq.gz
ERR3561527	ERP117518	HUPFAUF_2020	SAMEA5977138	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561527_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561527_2.fastq.gz
ERR3561528	ERP117518	HUPFAUF_2020	SAMEA5977139	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561528_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561528_2.fastq.gz
ERR3561529	ERP117518	HUPFAUF_2020	SAMEA5977140	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561529_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561529_2.fastq.gz
ERR3561530	ERP117518	HUPFAUF_2020	SAMEA5977141	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561530_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561530_2.fastq.gz
ERR3561531	ERP117518	HUPFAUF_2020	SAMEA5977142	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561531_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561531_2.fastq.gz
ERR3561532	ERP117518	HUPFAUF_2020	SAMEA5977143	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561532_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561532_2.fastq.gz
ERR3561533	ERP117518	HUPFAUF_2020	SAMEA5977144	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561533_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561533_2.fastq.gz
ERR3561534	ERP117518	HUPFAUF_2020	SAMEA5977145	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561534_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561534_2.fastq.gz
ERR3561535	ERP117518	HUPFAUF_2020	SAMEA5977146	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561535_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561535_2.fastq.gz
ERR3561536	ERP117518	HUPFAUF_2020	SAMEA5977147	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561536_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561536_2.fastq.gz
ERR3561537	ERP117518	HUPFAUF_2020	SAMEA5977148	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561537_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561537_2.fastq.gz
ERR3561538	ERP117518	HUPFAUF_2020	SAMEA5977149	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561538_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561538_2.fastq.gz
ERR3561539	ERP117518	HUPFAUF_2020	SAMEA5977150	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561539_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561539_2.fastq.gz
ERR3561540	ERP117518	HUPFAUF_2020	SAMEA5977151	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561540_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561540_2.fastq.gz
SRR1951459	SRP056737	SMITH_2015	26_B_cDNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951459_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951459_2.fastq.gz
SRR1951460	SRP056737	SMITH_2015	26_B_DNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951460_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951460_2.fastq.gz
SRR1951462	SRP056737	SMITH_2015	52_B_cDNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951462_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951462_2.fastq.gz
SRR1951463	SRP056737	SMITH_2015	52_B_DNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951463_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951463_2.fastq.gz
SRR12088656	SRP268762	VITEZ_2020	M60C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED-END		/home/ubuntu/biogas/samples/VITEZ_2020/SRR12088656_1.fastq.gz	/home/ubuntu/biogas/samples/VITEZ_2020/SRR12088656_2.fastq.gz
SRR12088657	SRP268762	VITEZ_2020	M60C	DOMESTIC-URBAN	SEWAGE_WASTEWATER				PAIRED-END		/home/ubuntu/biogas/samples/VITEZ_2020/SRR12088657_1.fastq.gz	/home/ubuntu/biogas/samples/VITEZ_2020/SRR12088657_2.fastq.gz
SRR12011790	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011790_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011790_2.fastq.gz
SRR12011791	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011791_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011791_2.fastq.gz
SRR12011792	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011792_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011792_2.fastq.gz
SRR12011793	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011793_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011793_2.fastq.gz
SRR12011794	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011794_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011794_2.fastq.gz
SRR12011795	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011795_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011795_2.fastq.gz
SRR12011796	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011796_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011796_2.fastq.gz
SRR12011797	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011797_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011797_2.fastq.gz
SRR12011798	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011798_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011798_2.fastq.gz
SRR12011799	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011799_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011799_2.fastq.gz
SRR12011800	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011800_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011800_2.fastq.gz
SRR12011801	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011801_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011801_2.fastq.gz
SRR12011802	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011802_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011802_2.fastq.gz
